year,doy,date,block,treatment,tussock,nh4,no3,tfpa,labile,carbohydrate,suspicious,notes
2010,222,8/10/2010,2,A.O,T,2.10785222,0,0,2.10785222,,,
2010,222,8/10/2010,2,C.N,I,1.879093064,0,0,1.879093064,,,
2010,222,8/10/2010,2,C.N,T,4.16668462,0,0.93085112,5.09753574,,,
2010,222,8/10/2010,2,C.O,I,0.964056442,0,0,0.964056442,,,
2010,222,8/10/2010,2,C.O,T,2.336611375,6.5,0.164328266,9.000939641,,,
2010,222,8/10/2010,3,A.N,I,1.192815597,0,0,1.192815597,,,
2010,222,8/10/2010,3,A.N,T,0.735297286,0,0,0.735297286,,,
2010,222,8/10/2010,3,A.O,I,2.10785222,0,0,2.10785222,,,
2010,222,8/10/2010,3,C.N,I,2.565370531,0,0.010075343,2.575445874,,,
2010,222,8/10/2010,3,C.N,T,1.421574753,0,0,1.421574753,,,
2010,222,8/10/2010,3,C.O,I,1.192815597,0,0.118468361,1.311283958,,,
2010,222,8/10/2010,3,C.O,T,1.879093064,0,0.078360206,1.95745327,,,
2010,222,8/10/2010,4,A.N,I,0.735297286,0,0,0.735297286,,,
2010,222,8/10/2010,4,A.N,T,0.735297286,0,0,0.735297286,,,
2010,222,8/10/2010,4,A.O,I,14.46084662,30.84,0,45.30084662,,,
2010,222,8/10/2010,4,A.O,T,1.650333908,0,0,1.650333908,,,
2010,222,8/10/2010,4,C.N,I,2.10785222,0,0.234051066,2.341903286,,,
2010,222,8/10/2010,4,C.N,T,1.192815597,0,0.231175191,1.423990788,,,
2010,222,8/10/2010,4,C.O,I,1.192815597,0,0.428412144,1.621227741,,,
2010,222,8/10/2010,4,C.O,T,1.421574753,0,0.034657207,1.45623196,,,
2010,222,8/10/2010,5,A.N,I,1.421574753,0,0.316424282,1.737999035,,,
2010,222,8/10/2010,5,A.N,T,1.879093064,0,0,1.879093064,,,
2010,222,8/10/2010,5,A.O,I,1.192815597,0,0,1.192815597,,,
2010,222,8/10/2010,5,A.O,T,0.735297286,0,0,0.735297286,,,
2010,222,8/10/2010,5,C.N,I,1.650333908,0,0,1.650333908,,,
2010,222,8/10/2010,5,C.N,T,0.964056442,0,0.357251406,1.321307848,,,
2010,222,8/10/2010,5,C.O,I,2.565370531,7.53,0.165047234,10.26041777,,,
2010,222,8/10/2010,5,C.O,T,1.192815597,0,0.611560743,1.80437634,,,
2010,225,8/13/2010,1,A.N,I,1.904581127,1.27,0.419572924,3.594154051,,,
2010,225,8/13/2010,1,A.N,T,0.507333837,0.94,0.728015121,2.175348958,,,
2010,225,8/13/2010,1,A.O,I,3.534702965,0,0.615276244,4.149979209,,,
2010,225,8/13/2010,1,A.O,T,2.137455675,2.24,0.973969425,5.3514251,,,
2010,225,8/13/2010,1,C.N,I,0.740208386,0,0,0.740208386,,,
2010,225,8/13/2010,1,C.N,T,1.904581127,0,0,1.904581127,,,
2010,225,8/13/2010,1,C.O,I,0.041584741,0,0,0.041584741,,,
2010,225,8/13/2010,1,C.O,T,0.274459289,0,0.692878792,0.967338081,,,
2010,225,8/13/2010,2,A.N,I,1.438832031,2.24,1.01931339,4.698145421,,,
2010,225,8/13/2010,2,A.N,T,0.507333837,0,0.409758887,0.917092724,,,
2010,225,8/13/2010,2,A.O,I,1.438832031,0.62,0,2.058832031,,,
2010,225,8/13/2010,2,A.O,T,1.205957482,0,0,1.205957482,,,
2010,225,8/13/2010,2,C.N,I,1.671706579,0,0.317435283,1.989141862,,,
2010,225,8/13/2010,2,C.N,T,1.438832031,0,1.974082092,3.412914123,,,
2010,225,8/13/2010,2,C.O,I,1.904581127,0,1.206838345,3.111419472,,,
2010,225,8/13/2010,2,C.O,T,1.904581127,0,0,1.904581127,,,
2010,225,8/13/2010,3,A.N,I,1.904581127,0.29,0.888582111,3.083163238,,,
2010,225,8/13/2010,3,A.N,T,0.507333837,0,0.543761512,1.051095349,,,
2010,225,8/13/2010,3,A.O,I,1.671706579,5.16,0.049430033,6.881136612,,,
2010,225,8/13/2010,3,A.O,T,9.589441221,26.9,3.522109846,40.01155107,,,
2010,225,8/13/2010,3,C.N,I,1.205957482,0,0,1.205957482,,,
2010,225,8/13/2010,3,C.N,T,0.973082934,0,0.69778581,1.670868744,,,
2010,225,8/13/2010,3,C.O,I,0.740208386,0,0.679399809,1.419608195,,,
2010,225,8/13/2010,3,C.O,T,1.438832031,0,1.55532389,2.994155921,,,
2010,225,8/13/2010,4,A.N,I,2.137455675,0,0.722714503,2.860170178,,,
2010,225,8/13/2010,4,A.N,T,1.205957482,0.62,0.280663281,2.106620763,,,
2010,225,8/13/2010,4,A.O,I,5.397699352,1.92,1.164372126,8.482071478,,,
2010,225,8/13/2010,4,A.O,T,4.000452062,,0.551546277,,,,
2010,225,8/13/2010,4,C.N,I,0.507333837,0,0.527011184,1.034345021,,,
2010,225,8/13/2010,4,C.N,T,,0,,,,,
2010,225,8/13/2010,4,C.O,I,0.740208386,0,0.260641607,1.000849993,,,
2010,225,8/13/2010,4,C.O,T,1.671706579,3.54,1.573709891,6.78541647,,,
2010,225,8/13/2010,5,A.N,I,0.973082934,0,0.547032858,1.520115792,,,
2010,225,8/13/2010,5,A.N,T,1.205957482,5.49,0.883675093,7.579632575,,,
2010,225,8/13/2010,5,A.O,I,1.205957482,1.59,0.062909015,2.858866497,,,
2010,225,8/13/2010,5,A.O,T,12.3839358,0.94,2.771222828,16.09515863,,,
2010,225,8/13/2010,5,C.N,I,1.205957482,0,0,1.205957482,,,
2010,225,8/13/2010,5,C.N,T,0.274459289,0,0,0.274459289,,,
2010,225,8/13/2010,5,C.O,I,2.83607932,0,0.761122178,3.597201498,,,
2010,225,8/13/2010,5,C.O,T,0.740208386,0,0.897154075,1.637362461,,,
2011,141,5/21/2011,2,A.N,T,133.915194,10.91030544,554.573808,699.3993074,,yes,first of 2011
2011,141,5/21/2011,2,A.O,T,113.1021986,7.419361213,18.88569562,139.4072555,,yes,first of 2011
2011,141,5/21/2011,5,A.O,T,46.82923963,10.2121166,13.28706728,70.3284235,,yes,first of 2011
2011,145,5/25/2011,1,A.N,I,91.74149284,6.721172368,6.295231875,104.7578971,16.5835263,yes,first of 2011
2011,145,5/25/2011,1,A.N,T,115.2930403,7.07026679,15.66067929,138.0239864,42.09664369,yes,first of 2011
2011,145,5/25/2011,1,A.O,T,33.68418991,2.532039294,0.954604833,37.17083404,20.48559843,yes,first of 2011
2011,145,5/25/2011,1,C.N,T,181.0182889,13.3539664,167.1074461,361.4797014,,yes,first of 2011
2011,145,5/25/2011,1,C.O,I,85.99053358,8.117550059,6.759634226,100.8677179,16.38847874,yes,first of 2011
2011,145,5/25/2011,1,C.O,T,69.01151103,9.51392775,74.17537557,152.7008144,144.7648956,yes,first of 2011
2011,145,5/25/2011,2,A.N,I,37.51816274,7.768455636,5.366427172,50.65304555,61.23148173,yes,first of 2011
2011,145,5/25/2011,2,A.N,T,20.26528498,2.881133717,3.457217505,26.6036362,24.23746152,yes,second of 2011
2011,145,5/25/2011,2,A.O,I,25.46853383,5.324794677,8.178641411,38.97196992,28.06442913,yes,first of 2011
2011,145,5/25/2011,2,A.O,T,144.8694021,2.881133717,1.109405617,148.8599414,14.3399189,yes,second of 2011
2011,145,5/25/2011,2,C.N,I,24.37311302,7.419361213,8.488242978,40.28071721,36.19122389,yes,first of 2011
2011,145,5/25/2011,2,C.N,T,101.3264249,12.30668313,25.98073155,139.6138396,,yes,first of 2011
2011,145,5/25/2011,3,A.N,I,39.16129396,8.117550059,3.921619856,51.20046388,,yes,first of 2011
2011,145,5/25/2011,3,A.N,T,35.60117632,4.626605831,35.52677988,75.75456203,49.84828951,yes,first of 2011
2011,145,5/25/2011,3,A.O,T,33.4103347,1.833850449,1.006205095,36.25039024,12.29135906,yes,first of 2011
2011,145,5/25/2011,3,C.N,I,12.59733931,5.324794677,6.966035271,24.88816926,19.11989187,yes,first of 2011
2011,145,5/25/2011,3,C.N,T,36.14888673,4.626605831,17.28608752,58.06158008,70.17643291,yes,first of 2011
2011,145,5/25/2011,3,C.O,I,9.037221682,2.182944872,4.231221424,15.45138798,7.511386091,yes,first of 2011
2011,145,5/25/2011,3,C.O,T,207.3083883,19.98676043,570.5440888,797.8392375,,yes,first of 2011
2011,145,5/25/2011,4,A.N,I,90.09836162,16.14672178,4.850424559,111.095508,,yes,first of 2011
2011,145,5/25/2011,4,A.N,T,9.584932087,3.579322563,0.980404964,14.14465961,24.58271812,yes,first of 2011
2011,145,5/25/2011,4,A.O,T,29.85021707,1.833850449,0.980404964,32.66447248,30.04554436,yes,first of 2011
2011,145,5/25/2011,4,C.N,I,17.52673296,4.975700254,4.07642064,26.57885385,30.72839764,yes,first of 2011
2011,145,5/25/2011,4,C.N,T,84.34740237,8.815738904,356.1966035,449.3597448,,yes,first of 2011
2011,145,5/25/2011,4,C.O,I,130.3550764,16.84491063,4.90202482,152.1020119,,yes,first of 2011
2011,145,5/25/2011,4,C.O,T,62.16513097,17.8921939,6.656433703,86.71375857,,yes,first of 2011
2011,145,5/25/2011,5,A.N,T,9.584932087,13.3539664,2.42521228,25.36411077,42.33690342,yes,first of 2011
2011,145,5/25/2011,5,A.O,I,43.26912199,3.23022814,2.296211626,48.79556176,15.94569837,yes,first of 2011
2011,145,5/25/2011,5,A.O,T,5.203248847,2.881133717,1.057805356,9.14218792,19.11989187,,second of 2011
2011,145,5/25/2011,5,C.N,I,12.87119452,4.277511408,4.128020901,21.27672683,16.38847874,yes,first of 2011
2011,145,5/25/2011,5,C.O,I,22.4561266,2.881133717,3.818419334,29.15567965,15.70562546,yes,first of 2011
2011,145,5/25/2011,5,C.O,T,15.33589134,3.928416985,7.869039843,27.13334817,35.08821645,yes,first of 2011
2011,148,5/28/2011,1,A.N,I,5.357691249,0,1.417680336,6.775371585,20.35116554,,second of 2011
2011,148,5/28/2011,1,A.N,T,8.741496249,1.297202159,1.685167192,11.7238656,24.56175152,,second of 2011
2011,148,5/28/2011,1,A.O,I,140.1459237,11.52150467,6.205695058,157.8731234,,yes,first of 2011
2011,148,5/28/2011,1,A.O,T,7.613561249,1.297202159,1.417680336,10.32844374,30.17586615,,second of 2011
2011,148,5/28/2011,1,C.N,I,10.151415,0,1.497926393,11.64934139,30.72502275,yes,first of 2011
2011,148,5/28/2011,1,C.N,T,22.27671625,2.461298763,2.353884332,27.09189935,30.08491811,yes,second of 2011
2011,148,5/28/2011,1,C.O,I,9.869431249,0.229145766,1.364182965,11.46275998,16.64272066,,second of 2011
2011,148,5/28/2011,1,C.O,T,4.229756249,0.274771908,1.150193481,5.654721638,19.84324386,,second of 2011
2011,148,5/28/2011,2,A.N,I,7.613561249,3.342062661,1.444429022,12.40005293,30.87763048,,second of 2011
2011,148,5/28/2011,2,A.N,T,2.53785375,0.615581991,2.48762776,5.641063501,29.47410182,,
2011,148,5/28/2011,2,A.O,I,4.511739999,0.615581991,1.283936909,6.411258899,12.63175792,,second of 2011
2011,148,5/28/2011,2,A.O,T,21.14878125,4.364492912,1.765413249,27.27868741,,,
2011,148,5/28/2011,2,C.N,T,7.613561249,0.229145766,1.792161935,9.63486895,46.72763877,,second of 2011
2011,148,5/28/2011,2,C.O,T,61.75444124,7.431783665,5.64397266,74.83019757,,yes,first of 2011
2011,148,5/28/2011,3,A.N,I,16.63704125,14.24798534,3.290088328,34.17511492,,,second of 2011
2011,148,5/28/2011,3,A.N,T,5.075707499,1.297202159,3.129596215,9.502505873,28.77233749,,second of 2011
2011,148,5/28/2011,3,A.O,T,4.229756249,1.638012242,1.551423764,7.419192255,25.96528018,,second of 2011
2011,148,5/28/2011,3,C.N,I,4.511739999,0,1.604921136,6.116661135,26.88439491,,second of 2011
2011,148,5/28/2011,3,C.N,T,6.485626249,0,1.444429022,7.930055271,21.12345314,,second of 2011
2011,148,5/28/2011,3,C.O,I,7.331577499,0,3.718067298,11.0496448,15.36251138,,second of 2011
2011,148,5/28/2011,3,C.O,T,29.04432625,5.65008876,9.148050473,43.84246548,,yes,second of 2011
2011,148,5/28/2011,4,A.N,I,5.921658749,3.342062661,0.936203996,10.19992541,25.96528018,,second of 2011
2011,148,5/28/2011,4,A.N,T,0.5639675,0.615581991,1.497926393,2.677475884,30.17586615,,second of 2011
2011,148,5/28/2011,4,A.O,I,23.686635,2.31963241,1.792161935,27.79842935,30.87763048,yes,first of 2011
2011,148,5/28/2011,4,A.O,T,4.793723749,0.615581991,1.364182965,6.773488705,28.07057316,,second of 2011
2011,148,5/28/2011,4,C.N,I,9.869431249,1.504661765,1.364182965,12.73827598,17.92292994,,second of 2011
2011,148,5/28/2011,4,C.N,T,9.023479999,0,7.997856993,17.02133699,51.20837125,,second of 2011
2011,148,5/28/2011,4,C.O,I,16.919025,1.185782765,2.300386961,20.40519473,,,second of 2011
2011,148,5/28/2011,4,C.O,T,22.27671625,5.01233076,2.300386961,29.58943397,,,second of 2011
2011,148,5/28/2011,5,A.N,T,0,0.274771908,1.604921136,1.879693044,27.36880883,,second of 2011
2011,148,5/28/2011,5,A.O,I,4.793723749,1.297202159,1.203690852,7.29461676,21.7546942,,second of 2011
2011,148,5/28/2011,5,A.O,T,7.613561249,1.978822326,1.310685594,10.90306917,23.04376706,,
2011,148,5/28/2011,5,C.N,I,6.485626249,0,1.310685594,7.796311843,,,second of 2011
2011,148,5/28/2011,5,C.N,T,1.40991875,0,1.471177708,2.881096458,,yes,first of 2011
2011,148,5/28/2011,5,C.O,I,7.049593749,0,1.257188223,8.306781972,,,second of 2011
2011,148,5/28/2011,5,C.O,T,7.331577499,0,1.417680336,8.749257835,,,second of 2011
2011,151,5/31/2011,1,A.N,I,7.613561249,1.638012242,1.283936909,10.5355104,23.6838717,,
2011,151,5/31/2011,1,A.N,T,0.28198375,0,1.257188223,1.539171973,,,
2011,151,5/31/2011,1,A.O,I,9.869431249,1.823540764,2.353884332,14.04685635,,,second of 2011
2011,151,5/31/2011,1,A.O,T,9.023479999,1.185782765,1.471177708,11.68044047,,,
2011,151,5/31/2011,1,C.N,I,5.075707499,3.001252577,1.631669821,9.708629897,26.87332682,,second of 2011
2011,151,5/31/2011,1,C.N,T,14.38117125,6.750163498,1.899156677,23.03049143,,,
2011,151,5/31/2011,1,C.O,I,2.53785375,0.615581991,1.33743428,4.490870021,,,
2011,151,5/31/2011,1,C.O,T,10.7153825,2.149227368,1.658418507,14.52302838,51.05932095,,
2011,151,5/31/2011,2,A.N,I,2.53785375,2.31963241,1.33743428,6.19492044,,,
2011,151,5/31/2011,2,A.N,T,1.6919025,0,1.551423764,3.243326264,,,
2011,151,5/31/2011,2,A.O,I,13.81720375,5.01233076,1.738664564,20.56819907,27.52449955,,
2011,151,5/31/2011,2,A.O,T,10.7153825,2.142419764,1.471177708,14.32897997,,,
2011,151,5/31/2011,2,C.N,I,11.8433175,3.001252577,1.524675079,16.36924516,28.21699316,,second of 2011
2011,151,5/31/2011,2,C.N,T,13.81720375,4.364492912,2.032900105,20.21459677,,,
2011,151,5/31/2011,2,C.O,I,26.22448875,5.727733247,2.541125131,34.49334713,,yes,first of 2011
2011,151,5/31/2011,2,C.O,T,12.9712525,1.297202159,1.738664564,16.00711922,,,second of 2011
2011,151,5/31/2011,3,A.N,I,17.20100875,1.978822326,9.067804416,28.24763549,,,
2011,151,5/31/2011,3,A.N,T,9.023479999,1.808417284,1.444429022,12.27632631,32.64533667,,
2011,151,5/31/2011,3,A.O,T,7.895544999,0,1.444429022,9.339974021,26.87332682,,
2011,151,5/31/2011,3,C.N,I,8.177528749,1.638012242,1.792161935,11.60770293,31.57615901,,
2011,151,5/31/2011,3,C.N,T,3.66578875,1.638012242,1.551423764,6.855224756,22.17049462,,
2011,151,5/31/2011,3,C.O,I,,0,,,,,
2011,151,5/31/2011,3,C.O,T,17.4829925,3.001252577,2.648119874,23.13236495,,,
2011,151,5/31/2011,4,A.N,I,19.45687875,5.898138288,2.113146162,27.4681632,,,
2011,151,5/31/2011,4,A.N,T,8.459512499,0.956392075,1.444429022,10.8603336,33.59165852,,
2011,151,5/31/2011,4,A.O,I,8.459512499,0,1.283936909,9.743449408,19.20313922,,second of 2011
2011,151,5/31/2011,4,A.O,T,10.99736625,0,1.551423764,12.54879001,30.90432584,,
2011,151,5/31/2011,4,C.N,I,7.331577499,1.638012242,1.230439537,10.20002928,20.15499511,,
2011,151,5/31/2011,4,C.N,T,6.203642499,1.638012242,1.738664564,9.580319305,37.62265754,,
2011,151,5/31/2011,4,C.O,I,26.5064725,7.772593749,3.664569926,37.94363618,,,
2011,151,5/31/2011,5,A.N,I,15.2271225,3.853277786,4.360035752,23.44043604,,yes,first of 2011
2011,151,5/31/2011,5,A.N,T,7.331577499,1.126797117,1.364182965,9.822557581,24.8578273,,
2011,151,5/31/2011,5,A.O,I,6.767609999,0,1.257188223,8.024798222,21.12345314,,
2011,151,5/31/2011,5,A.O,T,6.485626249,0,1.33743428,7.823060529,21.49866145,,
2011,151,5/31/2011,5,C.N,I,4.793723749,1.638012242,1.390931651,7.822667642,22.17049462,,
2011,151,5/31/2011,5,C.N,T,6.767609999,1.638012242,1.33743428,9.743056521,29.5606595,,second of 2011
2011,151,5/31/2011,5,C.O,I,6.485626249,0.956392075,1.123444795,8.565463119,20.15499511,,
2011,151,5/31/2011,5,C.O,T,4.511739999,0.615581991,1.872407992,6.999729982,21.86799782,,
2011,154,6/3/2011,1,A.N,I,0,0.866903765,0.91448256,1.781386325,2.932403901,,
2011,154,6/3/2011,1,A.N,T,2.703186557,1.823540764,0.887586014,5.414313335,,,
2011,154,6/3/2011,1,A.O,I,10.81274623,6.287846759,1.802068575,18.90266156,,,
2011,154,6/3/2011,1,A.O,T,3.003540619,2.142419764,0.968275652,6.114236035,0,,
2011,154,6/3/2011,1,C.N,I,0.901062186,1.185782765,1.559999662,3.646844613,,,
2011,154,6/3/2011,1,C.N,T,45.05310928,18.72412774,3.792412971,67.56964999,2.199302926,,
2011,154,6/3/2011,1,C.O,I,4.505310928,1.823540764,5.917240096,12.24609179,10.99003466,,
2011,154,6/3/2011,1,C.O,T,0.300354062,1.823540764,0.753103285,2.876998111,26.78820947,,
2011,154,6/3/2011,2,A.N,I,4.505310928,2.461298763,1.210344565,8.176954256,0,,
2011,154,6/3/2011,2,A.N,T,8.409913732,5.33120976,2.286206401,16.02732989,,,
2011,154,6/3/2011,2,A.O,I,0,2.780177763,2.635861497,5.41603926,173.7449311,,
2011,154,6/3/2011,2,A.O,T,6.307435299,2.780177763,1.04896529,10.13657835,,,
2011,154,6/3/2011,2,C.N,I,0,1.823540764,2.071034034,3.894574798,,,
2011,154,6/3/2011,2,C.N,T,12.6148706,3.099056763,1.264137657,16.97806502,3.665504876,,
2011,154,6/3/2011,2,C.O,I,52.56196083,9.476636755,3.173792415,65.21239,,yes,second of 2011
2011,154,6/3/2011,2,C.O,T,10.2120381,4.693451761,1.909654758,16.81514462,,,
2011,154,6/3/2011,3,A.N,I,8.409913732,4.374572761,1.022068744,13.80655524,16.86132243,,
2011,154,6/3/2011,3,A.N,T,0.300354062,0.866903765,1.210344565,2.377602392,2.932403901,,
2011,154,6/3/2011,3,A.O,T,1.201416247,1.185782765,1.291034203,3.678233215,0,,
2011,154,6/3/2011,3,C.N,I,0,1.823540764,1.264137657,3.087678421,,,
2011,154,6/3/2011,3,C.N,T,5.106019052,1.504661765,0.995172198,7.605853015,11.33671322,,
2011,154,6/3/2011,3,C.O,I,4.80566499,1.823540764,3.550344058,10.17954981,10.30315749,,
2011,154,6/3/2011,3,C.O,T,23.42761683,19.04300674,2.635861497,45.10648507,,,
2011,154,6/3/2011,4,A.N,I,9.61132998,3.736814762,2.582068405,15.93021315,6.597908777,,
2011,154,6/3/2011,4,A.N,T,0,1.823540764,1.129654927,2.953195691,3.665504876,,
2011,154,6/3/2011,4,A.O,I,3.003540619,1.823540764,0.887586014,5.714667397,0,,
2011,154,6/3/2011,4,A.O,T,7.208497485,5.01233076,1.237241111,13.45806936,,,
2011,154,6/3/2011,4,C.N,I,6.307435299,2.461298763,1.102758382,9.871492444,19.91943781,,
2011,154,6/3/2011,4,C.N,T,7.208497485,2.780177763,1.156551473,11.14522672,,,
2011,154,6/3/2011,4,C.O,I,9.310975918,5.33120976,1.210344565,15.85253024,,,
2011,154,6/3/2011,4,C.O,T,5.106019052,1.823540764,0.268965459,7.198525275,15.11129765,,
2011,154,6/3/2011,5,A.N,I,13.51593278,7.244483758,4.814481714,25.57489825,,,second of 2011
2011,154,6/3/2011,5,A.N,T,0,1.823540764,0.941379106,2.76491987,0,,
2011,154,6/3/2011,5,A.O,I,0.901062186,2.461298763,0.753103285,4.115464234,0,,
2011,154,6/3/2011,5,A.O,T,0.300354062,2.461298763,0.860689468,3.622342293,4.398605851,,
2011,154,6/3/2011,5,C.N,I,5.706727175,2.461298763,1.129654927,9.297680865,18.54568348,,
2011,154,6/3/2011,5,C.N,T,0,0.866903765,0.779999831,1.646903596,23.35382364,,
2011,154,6/3/2011,5,C.O,I,0,2.461298763,0.833792923,3.295091686,13.73754332,,
2011,154,6/3/2011,5,C.O,T,5.106019052,1.823540764,1.559999662,8.489559478,16.48505198,,
2011,157,6/6/2011,1,A.N,I,5.706727175,4.693451761,1.237241111,11.63742005,24.04070081,,
2011,157,6/6/2011,1,A.N,T,2.402832495,1.504661765,0.779999831,4.687494091,,,
2011,157,6/6/2011,1,A.O,I,24.32867901,11.07103175,0,35.39971076,,,
2011,157,6/6/2011,1,A.O,T,12.31451654,5.01233076,1.075861836,18.40270914,,,
2011,157,6/6/2011,1,C.N,I,0.901062186,2.461298763,0.91448256,4.276843509,32.88612839,,
2011,157,6/6/2011,1,C.O,I,0,1.504661765,1.075861836,2.580523601,15.34685991,,
2011,157,6/6/2011,1,C.O,T,18.9223059,6.925604758,1.237241111,27.08515177,,,
2011,157,6/6/2011,2,A.N,I,3.30389468,3.417935762,0.59172401,7.313554452,,,
2011,157,6/6/2011,2,A.O,I,29.134344,6.925604758,5.513791908,41.57374067,,,
2011,157,6/6/2011,2,C.N,I,0,4.693451761,0.833792923,5.527244684,21.92408559,,
2011,157,6/6/2011,3,A.N,I,11.11310029,7.244483758,3.631033695,21.98861774,31.59634963,,
2011,157,6/6/2011,3,A.N,T,2.703186557,2.142419764,0.699310193,5.544916514,,,
2011,157,6/6/2011,3,A.O,T,0.901062186,1.823540764,0.941379106,3.665982056,10.30315749,,
2011,157,6/6/2011,3,C.N,I,14.41699497,8.838878756,1.533103116,24.78897684,,,
2011,157,6/6/2011,3,C.N,T,0,3.417935762,1.04896529,4.466901052,34.34773409,,
2011,157,6/6/2011,3,C.O,T,12.31451654,16.17309575,1.96344785,30.45106014,,,
2011,157,6/6/2011,4,A.N,I,3.604248742,5.968967759,1.156551473,10.72976797,,,
2011,157,6/6/2011,4,A.N,T,2.402832495,3.099056763,0.779999831,6.281889089,,,
2011,157,6/6/2011,4,A.O,I,6.908143423,1.823540764,0.860689468,9.592373655,17.85880631,,
2011,157,6/6/2011,4,A.O,T,14.71734903,10.75215275,0,25.46950178,,,
2011,157,6/6/2011,4,C.N,I,6.307435299,4.055693762,0.91448256,11.27761162,,,
2011,157,6/6/2011,4,C.O,I,28.23328181,25.10170774,,,,,
2011,157,6/6/2011,4,C.O,T,4.80566499,4.693451761,1.075861836,10.57497859,,,
2011,157,6/6/2011,5,A.N,I,,,,,26.10133231,,
2011,157,6/6/2011,5,A.N,T,1.802124371,2.461298763,0.91448256,5.177905694,,,
2011,157,6/6/2011,5,A.O,I,7.208497485,4.055693762,0.860689468,12.12488072,21.29319214,,
2011,157,6/6/2011,5,A.O,T,1.501770309,3.099056763,0.806896377,5.407723449,24.11649415,,
2011,157,6/6/2011,5,C.N,I,0,2.461298763,0.726206739,3.187505502,19.73167703,,
2011,157,6/6/2011,5,C.N,T,0,3.099056763,0.887586014,3.986642777,27.03970556,,
2011,157,6/6/2011,5,C.O,I,0,2.461298763,0.564827464,3.026126227,18.27007133,,
2011,157,6/6/2011,5,C.O,T,0,1.823540764,0.672413647,2.495954411,32.88612839,,
2011,160,6/9/2011,1,A.N,I,2.054401584,2.884372722,2.318993994,7.2577683,,,
2011,160,6/9/2011,1,A.N,T,10.8589798,0.638298686,1.30954955,12.80682804,24.847297,,
2011,160,6/9/2011,1,A.O,I,22.30493149,8.98085939,3.546696697,34.83248758,,,
2011,160,6/9/2011,1,A.O,T,7.337148515,1.600901844,1.664219219,10.60226958,,,
2011,160,6/9/2011,1,C.N,I,29.34859406,0,1.009444444,30.3580385,32.81316771,,
2011,160,6/9/2011,1,C.N,T,46.07729268,10.58519799,,,,,
2011,160,6/9/2011,1,C.O,I,2.347887525,0,1.064009009,3.411896534,28.99768309,,
2011,160,6/9/2011,1,C.O,T,7.630634456,2.884372722,2.891921922,13.4069291,,,
2011,160,6/9/2011,2,A.N,I,10.56549386,4.167843599,0.982162162,15.71549962,25.57809986,,
2011,160,6/9/2011,2,A.O,I,2.934859406,1.921769564,1.473243243,6.329872213,,,
2011,160,6/9/2011,2,A.O,T,41.67500357,17.00255237,,,,,
2011,160,6/9/2011,2,C.N,I,6.456690693,0,0,6.456690693,16.78813232,,
2011,160,6/9/2011,2,C.O,I,27.00070654,18.60689097,,,,,
2011,160,6/9/2011,2,C.O,T,0,13.15213974,4.283318318,17.43545806,,,
2011,160,6/9/2011,3,A.N,I,14.38081109,4.488711319,1.364114114,20.23363652,,,
2011,160,6/9/2011,3,A.N,T,11.73943762,0.638298686,0.95487988,13.33261619,29.23211412,,
2011,160,6/9/2011,3,A.O,I,,,2.646381381,,,yes,first of 2011
2011,160,6/9/2011,3,A.O,T,13.20686733,0.959166406,1.254984985,15.42101872,33.57626463,,
2011,160,6/9/2011,3,C.N,I,12.32640951,0.959166406,2.1553003,15.44087622,,,
2011,160,6/9/2011,3,C.N,T,29.34859406,0,1.173138138,30.5217322,62.57394773,,
2011,160,6/9/2011,3,C.O,I,24.65281901,6.734785354,1.882477477,33.27008184,,,
2011,160,6/9/2011,3,C.O,T,0,10.26433027,3.901366366,14.16569664,,,
2011,160,6/9/2011,4,A.N,I,5.576232872,1.921769564,0.95487988,8.452882316,20.46247989,,
2011,160,6/9/2011,4,A.N,T,2.934859406,3.526108161,0.900315315,7.361282882,,,
2011,160,6/9/2011,4,A.O,I,7.630634456,0.638298686,2.564534535,10.83346768,18.27007133,,
2011,160,6/9/2011,4,A.O,T,27.88116436,24.70337764,3.546696697,56.1312387,,,
2011,160,6/9/2011,4,C.N,I,11.73943762,2.242637283,1.036726727,15.01880163,,,
2011,160,6/9/2011,4,C.N,T,67.2082804,8.98085939,3.71039039,79.89953018,,,
2011,160,6/9/2011,4,C.O,I,,25.98684852,,,,,
2011,160,6/9/2011,4,C.O,T,7.630634456,1.280034125,1.091291291,10.00195987,,,
2011,160,6/9/2011,5,A.N,I,26.26699168,6.093049916,4.201471471,36.56151307,,,
2011,160,6/9/2011,5,A.N,T,2.054401584,0.317430967,1.009444444,3.381276995,26.30890271,,
2011,160,6/9/2011,5,A.O,I,11.73943762,1.600901844,0.818468468,14.15880793,16.07766277,,
2011,160,6/9/2011,5,A.O,T,17.90264238,3.526108161,1.064009009,22.49275955,28.23458617,,
2011,160,6/9/2011,5,C.N,I,28.46813624,0,0.736621622,29.20475786,19.84052001,,
2011,160,6/9/2011,5,C.N,T,25.82676277,0,0.873033033,26.6997958,22.8929077,,
2011,160,6/9/2011,5,C.O,I,1.760915644,0,0.818468468,2.579384112,27.47148925,,
2011,160,6/9/2011,5,C.O,T,1.760915644,0,0.873033033,2.633948677,16.78813232,,
2011,165,6/14/2011,1,A.N,I,4.98926099,0.638298686,1.064009009,6.691568685,19.07742309,,
2011,165,6/14/2011,1,A.N,T,29.05510812,0,1.118573574,30.17368169,66.38943234,,
