mantis_id,year,doy,date,block,snow,otc,treatment,n,NDVI,NDVI_stdv,NDVI_se
9735547,2010,183,2010-07-02,3,C,N,C.N,65,0.721252757,6.61E-03,8.20E-04
9735550,2010,183,2010-07-02,4,C,N,C.N,72,0.676506919,7.79E-03,9.18E-04
9735544,2010,183,2010-07-02,5,C,N,C.N,70,0.641471984,7.21E-03,8.61E-04
9735552,2010,183,2010-07-02,1,C,O,C.O,65,0.742486122,9.63E-03,1.19E-03
9735543,2010,183,2010-07-02,2,C,O,C.O,65,0.7611159,8.21E-03,1.02E-03
9735553,2010,183,2010-07-02,3,C,O,C.O,74,0.741828263,1.02E-02,1.19E-03
9735555,2010,183,2010-07-02,4,C,O,C.O,69,0.70769503,7.54E-03,9.08E-04
9735546,2010,183,2010-07-02,5,C,O,C.O,68,0.691053952,7.89E-03,9.57E-04
9735534,2010,185,2010-07-04,1,A,N,A.N,91,0.7104175,6.54E-03,6.86E-04
9735538,2010,185,2010-07-04,2,A,N,A.N,96,0.703877965,6.47E-03,6.60E-04
9735545,2010,185,2010-07-04,3,A,N,A.N,96,0.741800371,6.71E-03,6.85E-04
9735536,2010,185,2010-07-04,4,A,N,A.N,92,0.711409996,7.12E-03,7.42E-04
9735542,2010,185,2010-07-04,5,A,N,A.N,91,0.682913969,8.24E-03,8.64E-04
9735551,2010,185,2010-07-04,1,A,O,A.O,88,0.739566818,6.40E-03,6.83E-04
9735541,2010,185,2010-07-04,2,A,O,A.O,94,0.712565902,1.16E-02,1.19E-03
9735539,2010,185,2010-07-04,3,A,O,A.O,93,0.733769794,0.008628018,8.95E-04
9735535,2010,185,2010-07-04,4,A,O,A.O,94,0.673496917,1.12E-02,1.16E-03
9735548,2010,185,2010-07-04,5,A,O,A.O,88,0.700274793,8.42E-03,8.98E-04
9735537,2010,185,2010-07-04,1,C,N,C.N,89,0.750327947,6.01E-03,6.37E-04
9735554,2010,185,2010-07-04,2,C,N,C.N,89,0.724330248,7.81E-03,8.28E-04
9735547,2010,185,2010-07-04,3,C,N,C.N,83,0.719706618,5.89E-03,6.47E-04
9735550,2010,185,2010-07-04,4,C,N,C.N,92,0.673780592,7.98E-03,8.32E-04
9735544,2010,185,2010-07-04,5,C,N,C.N,94,0.637687992,6.70E-03,6.91E-04
9735552,2010,185,2010-07-04,1,C,O,C.O,90,0.73428434,8.47E-03,8.92E-04
9735543,2010,185,2010-07-04,2,C,O,C.O,90,0.757307134,8.67E-03,9.14E-04
9735553,2010,185,2010-07-04,3,C,O,C.O,93,0.73934823,9.45E-03,9.80E-04
9735555,2010,185,2010-07-04,4,C,O,C.O,94,0.702745583,9.03E-03,9.32E-04
9735546,2010,185,2010-07-04,5,C,O,C.O,92,0.687722539,8.65E-03,9.01E-04
9735534,2010,189,2010-07-08,1,A,N,A.N,61,0.713039744,7.04E-03,9.01E-04
9735538,2010,189,2010-07-08,2,A,N,A.N,62,0.707028121,5.90E-03,7.49E-04
9735545,2010,189,2010-07-08,3,A,N,A.N,68,0.740341454,5.82E-03,7.06E-04
9735536,2010,189,2010-07-08,4,A,N,A.N,63,0.712228217,9.58E-03,1.21E-03
9735542,2010,189,2010-07-08,5,A,N,A.N,65,0.685769078,1.23E-02,1.52E-03
9735551,2010,189,2010-07-08,1,A,O,A.O,56,0.739595,5.98E-03,7.99E-04
9735541,2010,189,2010-07-08,2,A,O,A.O,60,0.710796537,1.06E-02,1.37E-03
9735539,2010,189,2010-07-08,3,A,O,A.O,65,0.736931852,9.66E-03,1.20E-03
9735535,2010,189,2010-07-08,4,A,O,A.O,60,0.672722548,8.36E-03,1.08E-03
9735548,2010,189,2010-07-08,5,A,O,A.O,66,0.705267702,1.07E-02,1.32E-03
9735537,2010,189,2010-07-08,1,C,N,C.N,60,0.753244732,6.41E-03,8.28E-04
9735554,2010,189,2010-07-08,2,C,N,C.N,60,0.730952052,8.25E-03,1.07E-03
9735547,2010,189,2010-07-08,3,C,N,C.N,61,0.723543664,7.06E-03,9.03E-04
9735550,2010,189,2010-07-08,4,C,N,C.N,56,0.674794223,9.97E-03,1.33E-03
9735544,2010,189,2010-07-08,5,C,N,C.N,60,0.640827608,8.52E-03,1.10E-03
9735552,2010,189,2010-07-08,1,C,O,C.O,55,0.734552951,6.80E-03,9.17E-04
9735543,2010,189,2010-07-08,2,C,O,C.O,55,0.752329604,8.32E-03,1.12E-03
9735553,2010,189,2010-07-08,3,C,O,C.O,58,0.737702087,0.011864204,1.56E-03
9735555,2010,189,2010-07-08,4,C,O,C.O,68,0.702161235,8.26E-03,1.00E-03
9735546,2010,189,2010-07-08,5,C,O,C.O,49,0.686653469,8.36E-03,1.19E-03
9735534,2010,190,2010-07-09,1,A,N,A.N,112,0.720434784,6.87E-03,6.49E-04
9735538,2010,190,2010-07-09,2,A,N,A.N,115,0.712813917,6.31E-03,5.88E-04
9735545,2010,190,2010-07-09,3,A,N,A.N,112,0.747971032,5.30E-03,5.01E-04
9735536,2010,190,2010-07-09,4,A,N,A.N,117,0.717999072,1.04E-02,9.63E-04
9735542,2010,190,2010-07-09,5,A,N,A.N,117,0.697297692,9.83E-03,9.09E-04
9735551,2010,190,2010-07-09,1,A,O,A.O,110,0.74837445,7.76E-03,7.40E-04
9735541,2010,190,2010-07-09,2,A,O,A.O,108,0.722443786,1.19E-02,1.14E-03
9735539,2010,190,2010-07-09,3,A,O,A.O,117,0.74701115,1.11E-02,1.02E-03
9735535,2010,190,2010-07-09,4,A,O,A.O,97,0.681409339,0.011202195,1.14E-03
9735548,2010,190,2010-07-09,5,A,O,A.O,117,0.713196176,1.11E-02,1.02E-03
9735537,2010,190,2010-07-09,1,C,N,C.N,116,0.75766842,6.77E-03,6.29E-04
9735554,2010,190,2010-07-09,2,C,N,C.N,115,0.735061972,9.50E-03,8.86E-04
9735547,2010,190,2010-07-09,3,C,N,C.N,112,0.728131725,6.39E-03,6.04E-04
9735550,2010,190,2010-07-09,4,C,N,C.N,117,0.684207244,8.66E-03,8.01E-04
9735544,2010,190,2010-07-09,5,C,N,C.N,117,0.646394171,9.64E-03,8.91E-04
9735552,2010,190,2010-07-09,1,C,O,C.O,97,0.745171501,9.14E-03,9.28E-04
9735543,2010,190,2010-07-09,2,C,O,C.O,108,0.760868284,8.77E-03,8.44E-04
9735553,2010,190,2010-07-09,3,C,O,C.O,116,0.745212033,9.39E-03,8.71E-04
9735555,2010,190,2010-07-09,4,C,O,C.O,117,0.712967332,8.63E-03,7.98E-04
9735546,2010,190,2010-07-09,5,C,O,C.O,113,0.694016888,9.58E-03,9.01E-04
9735534,2010,191,2010-07-10,1,A,N,A.N,119,0.721798153,7.19E-03,6.59E-04
9735538,2010,191,2010-07-10,2,A,N,A.N,119,0.711750032,6.37E-03,5.84E-04
9735545,2010,191,2010-07-10,3,A,N,A.N,120,0.746350414,4.18E-03,3.82E-04
9735536,2010,191,2010-07-10,4,A,N,A.N,120,0.716882221,1.09E-02,9.98E-04
9735542,2010,191,2010-07-10,5,A,N,A.N,120,0.694801369,1.12E-02,1.02E-03
9735551,2010,191,2010-07-10,1,A,O,A.O,119,0.749222092,4.97E-03,4.55E-04
9735541,2010,191,2010-07-10,2,A,O,A.O,119,0.721543591,1.31E-02,1.20E-03
9735539,2010,191,2010-07-10,3,A,O,A.O,120,0.744206041,0.010198065,9.31E-04
9735535,2010,191,2010-07-10,4,A,O,A.O,104,0.67860398,1.10E-02,1.08E-03
9735548,2010,191,2010-07-10,5,A,O,A.O,120,0.710119306,1.10E-02,1.01E-03
9735537,2010,191,2010-07-10,1,C,N,C.N,120,0.756068237,7.18E-03,6.56E-04
9735554,2010,191,2010-07-10,2,C,N,C.N,120,0.733301008,9.00E-03,8.22E-04
9735547,2010,191,2010-07-10,3,C,N,C.N,119,0.726222243,4.72E-03,4.32E-04
9735550,2010,191,2010-07-10,4,C,N,C.N,120,0.681690463,8.00E-03,7.30E-04
9735544,2010,191,2010-07-10,5,C,N,C.N,120,0.646645867,9.99E-03,9.12E-04
9735552,2010,191,2010-07-10,1,C,O,C.O,104,0.743578534,8.89E-03,8.72E-04
9735543,2010,191,2010-07-10,2,C,O,C.O,115,0.760963492,8.85E-03,8.25E-04
9735553,2010,191,2010-07-10,3,C,O,C.O,120,0.740008832,0.012208207,1.11E-03
9735555,2010,191,2010-07-10,4,C,O,C.O,120,0.711271916,7.44E-03,6.79E-04
9735546,2010,191,2010-07-10,5,C,O,C.O,120,0.694115259,9.05E-03,8.26E-04
9735534,2010,192,2010-07-11,1,A,N,A.N,49,0.721976759,7.74E-03,1.11E-03
9735538,2010,192,2010-07-11,2,A,N,A.N,53,0.711922234,6.86E-03,9.42E-04
9735545,2010,192,2010-07-11,3,A,N,A.N,56,0.741810044,6.39E-03,8.54E-04
9735536,2010,192,2010-07-11,4,A,N,A.N,55,0.717442914,9.62E-03,1.30E-03
9735542,2010,192,2010-07-11,5,A,N,A.N,52,0.694380771,9.58E-03,1.33E-03
9735551,2010,192,2010-07-11,1,A,O,A.O,53,0.747419853,8.46E-03,1.16E-03
9735541,2010,192,2010-07-11,2,A,O,A.O,52,0.723772013,1.25E-02,1.74E-03
9735539,2010,192,2010-07-11,3,A,O,A.O,52,0.744042032,1.23E-02,1.71E-03
9735535,2010,192,2010-07-11,4,A,O,A.O,42,0.681017903,0.010313424,1.59E-03
9735548,2010,192,2010-07-11,5,A,O,A.O,58,0.710875318,1.07E-02,1.40E-03
9735537,2010,192,2010-07-11,1,C,N,C.N,58,0.756678652,6.48E-03,8.51E-04
9735554,2010,192,2010-07-11,2,C,N,C.N,58,0.736730459,8.25E-03,1.08E-03
9735547,2010,192,2010-07-11,3,C,N,C.N,58,0.72642476,6.56E-03,8.61E-04
9735550,2010,192,2010-07-11,4,C,N,C.N,56,0.68409572,8.40E-03,1.12E-03
9735544,2010,192,2010-07-11,5,C,N,C.N,54,0.645803486,8.18E-03,1.11E-03
9735552,2010,192,2010-07-11,1,C,O,C.O,45,0.745682083,8.26E-03,1.23E-03
9735543,2010,192,2010-07-11,2,C,O,C.O,52,0.764241248,7.73E-03,1.07E-03
9735553,2010,192,2010-07-11,3,C,O,C.O,54,0.743552914,9.24E-03,0.001257789
9735555,2010,192,2010-07-11,4,C,O,C.O,50,0.709741128,8.48E-03,1.20E-03
9735546,2010,192,2010-07-11,5,C,O,C.O,49,0.692408844,9.76E-03,1.39E-03
9735534,2010,193,2010-07-12,1,A,N,A.N,17,0.713413278,5.24E-03,1.27E-03
9735538,2010,193,2010-07-12,2,A,N,A.N,24,0.709826088,7.26E-03,1.48E-03
9735545,2010,193,2010-07-12,3,A,N,A.N,31,0.736021693,6.76E-03,1.21E-03
9735536,2010,193,2010-07-12,4,A,N,A.N,24,0.716880115,9.10E-03,1.86E-03
9735542,2010,193,2010-07-12,5,A,N,A.N,17,0.688948429,8.90E-03,2.16E-03
9735551,2010,193,2010-07-12,1,A,O,A.O,19,0.739919112,6.61E-03,1.52E-03
9735541,2010,193,2010-07-12,2,A,O,A.O,30,0.712462692,8.59E-03,1.57E-03
9735539,2010,193,2010-07-12,3,A,O,A.O,24,0.734305805,9.10E-03,1.86E-03
9735535,2010,193,2010-07-12,4,A,O,A.O,23,0.678335117,9.56E-03,1.99E-03
9735548,2010,193,2010-07-12,5,A,O,A.O,22,0.705029075,8.95E-03,1.91E-03
9735537,2010,193,2010-07-12,1,C,N,C.N,22,0.751884145,6.05E-03,1.29E-03
9735554,2010,193,2010-07-12,2,C,N,C.N,28,0.729299149,7.18E-03,1.36E-03
9735547,2010,193,2010-07-12,3,C,N,C.N,21,0.723629568,7.99E-03,1.74E-03
9735550,2010,193,2010-07-12,4,C,N,C.N,25,0.673994038,9.00E-03,1.80E-03
9735544,2010,193,2010-07-12,5,C,N,C.N,20,0.642038852,8.64E-03,1.93E-03
9735552,2010,193,2010-07-12,1,C,O,C.O,9,0.743577987,6.02E-03,2.01E-03
9735543,2010,193,2010-07-12,2,C,O,C.O,23,0.755285387,7.17E-03,1.50E-03
9735553,2010,193,2010-07-12,3,C,O,C.O,27,0.736190767,7.63E-03,1.47E-03
9735555,2010,193,2010-07-12,4,C,O,C.O,25,0.704368622,9.55E-03,1.91E-03
9735546,2010,193,2010-07-12,5,C,O,C.O,17,0.685980125,7.54E-03,1.83E-03
9735534,2010,194,2010-07-13,1,A,N,A.N,5,0.704707748,7.06E-03,3.16E-03
9735538,2010,194,2010-07-13,2,A,N,A.N,5,0.711822019,4.78E-03,2.14E-03
9735545,2010,194,2010-07-13,3,A,N,A.N,8,0.738124225,3.02E-03,1.07E-03
9735536,2010,194,2010-07-13,4,A,N,A.N,7,0.705046839,5.38E-03,2.03E-03
9735542,2010,194,2010-07-13,5,A,N,A.N,5,0.675143996,6.08E-03,2.72E-03
9735551,2010,194,2010-07-13,1,A,O,A.O,3,0.736250771,4.91E-03,2.83E-03
9735541,2010,194,2010-07-13,2,A,O,A.O,7,0.705538535,6.12E-03,2.31E-03
9735539,2010,194,2010-07-13,3,A,O,A.O,6,0.727100814,6.24E-03,2.55E-03
9735535,2010,194,2010-07-13,4,A,O,A.O,6,0.665681414,7.50E-03,3.06E-03
9735548,2010,194,2010-07-13,5,A,O,A.O,8,0.692064583,5.81E-03,2.05E-03
9735537,2010,194,2010-07-13,1,C,N,C.N,6,0.748486795,0.006518001,2.66E-03
9735554,2010,194,2010-07-13,2,C,N,C.N,4,0.726504506,1.91E-03,9.56E-04
9735547,2010,194,2010-07-13,3,C,N,C.N,3,0.720951845,4.48E-03,2.59E-03
9735550,2010,194,2010-07-13,4,C,N,C.N,7,0.670876339,7.35E-03,2.78E-03
9735544,2010,194,2010-07-13,5,C,N,C.N,4,0.63600465,3.63E-03,1.82E-03
9735552,2010,194,2010-07-13,1,C,O,C.O,3,0.731669967,4.88E-03,2.82E-03
9735543,2010,194,2010-07-13,2,C,O,C.O,4,0.749487134,9.16E-03,4.58E-03
9735553,2010,194,2010-07-13,3,C,O,C.O,4,0.732001505,4.74E-03,2.37E-03
9735555,2010,194,2010-07-13,4,C,O,C.O,8,0.695570185,3.28E-03,1.16E-03
9735546,2010,194,2010-07-13,5,C,O,C.O,3,0.684587154,3.28E-03,1.89E-03
9735534,2010,197,2010-07-16,1,A,N,A.N,7,0.718629319,9.42E-03,3.56E-03
9735538,2010,197,2010-07-16,2,A,N,A.N,5,0.711530466,1.77E-03,7.91E-04
9735545,2010,197,2010-07-16,3,A,N,A.N,7,0.739426335,4.24E-03,1.60E-03
9735536,2010,197,2010-07-16,4,A,N,A.N,6,0.718042129,9.07E-03,3.70E-03
9735542,2010,197,2010-07-16,5,A,N,A.N,5,0.696690483,7.47E-03,3.34E-03
9735551,2010,197,2010-07-16,1,A,O,A.O,5,0.746796467,4.98E-03,2.23E-03
9735541,2010,197,2010-07-16,2,A,O,A.O,5,0.720598173,5.56E-03,2.49E-03
9735539,2010,197,2010-07-16,3,A,O,A.O,7,0.740721221,1.06E-02,4.02E-03
9735535,2010,197,2010-07-16,4,A,O,A.O,7,0.677315329,1.03E-02,3.91E-03
9735548,2010,197,2010-07-16,5,A,O,A.O,5,0.706368978,6.89E-03,3.08E-03
9735537,2010,197,2010-07-16,1,C,N,C.N,7,0.757816751,8.97E-03,3.39E-03
9735554,2010,197,2010-07-16,2,C,N,C.N,5,0.736039786,1.58E-03,7.07E-04
9735547,2010,197,2010-07-16,3,C,N,C.N,4,0.72907676,5.64E-03,2.82E-03
9735550,2010,197,2010-07-16,4,C,N,C.N,7,0.681513278,7.24E-03,2.74E-03
9735544,2010,197,2010-07-16,5,C,N,C.N,7,0.642478291,5.26E-03,1.99E-03
9735552,2010,197,2010-07-16,1,C,O,C.O,5,0.747251888,5.65E-03,2.53E-03
9735543,2010,197,2010-07-16,2,C,O,C.O,5,0.759725504,2.91E-03,1.30E-03
9735553,2010,197,2010-07-16,3,C,O,C.O,5,0.738370618,3.80E-03,1.70E-03
9735555,2010,197,2010-07-16,4,C,O,C.O,6,0.712998975,4.29E-03,1.75E-03
9735546,2010,197,2010-07-16,5,C,O,C.O,5,0.69149166,9.74E-03,4.36E-03
9735534,2010,199,2010-07-18,1,A,N,A.N,7,0.711640675,3.91E-03,1.48E-03
9735538,2010,199,2010-07-18,2,A,N,A.N,9,0.707665161,3.84E-03,1.28E-03
9735545,2010,199,2010-07-18,3,A,N,A.N,9,0.740789822,5.48E-03,1.83E-03
9735536,2010,199,2010-07-18,4,A,N,A.N,6,0.725313647,2.88E-03,1.17E-03
9735551,2010,199,2010-07-18,1,A,O,A.O,7,0.747373851,7.99E-03,3.02E-03
9735541,2010,199,2010-07-18,2,A,O,A.O,9,0.720059642,7.00E-03,2.33E-03
9735539,2010,199,2010-07-18,3,A,O,A.O,9,0.747209178,5.82E-03,1.94E-03
9735535,2010,199,2010-07-18,4,A,O,A.O,9,0.677638103,3.78E-03,1.26E-03
9735537,2010,199,2010-07-18,1,C,N,C.N,5,0.755385859,2.87E-03,1.28E-03
9735554,2010,199,2010-07-18,2,C,N,C.N,4,0.736505974,2.21E-03,1.10E-03
9735550,2010,199,2010-07-18,4,C,N,C.N,3,0.683018669,6.37E-03,3.68E-03
9735544,2010,199,2010-07-18,5,C,N,C.N,6,0.643511292,5.63E-03,2.30E-03
9735552,2010,199,2010-07-18,1,C,O,C.O,9,0.745536637,5.73E-03,1.91E-03
9735543,2010,199,2010-07-18,2,C,O,C.O,7,0.760935509,6.74E-03,2.55E-03
9735553,2010,199,2010-07-18,3,C,O,C.O,8,0.746136584,5.72E-03,2.02E-03
9735555,2010,199,2010-07-18,4,C,O,C.O,5,0.708982719,2.85E-03,1.27E-03
9735546,2010,199,2010-07-18,5,C,O,C.O,4,0.692685193,0.010792171,5.40E-03
9735534,2010,201,2010-07-20,1,A,N,A.N,16,0.710767073,5.26E-03,1.32E-03
9735538,2010,201,2010-07-20,2,A,N,A.N,21,0.706620301,9.52E-03,2.08E-03
9735545,2010,201,2010-07-20,3,A,N,A.N,26,0.735984927,9.44E-03,1.85E-03
9735536,2010,201,2010-07-20,4,A,N,A.N,17,0.714928978,6.54E-03,1.59E-03
9735542,2010,201,2010-07-20,5,A,N,A.N,10,0.686766238,4.66E-03,1.47E-03
9735551,2010,201,2010-07-20,1,A,O,A.O,14,0.73441136,7.35E-03,1.96E-03
9735541,2010,201,2010-07-20,2,A,O,A.O,23,0.700596141,9.67E-03,2.02E-03
9735539,2010,201,2010-07-20,3,A,O,A.O,24,0.727861323,8.20E-03,1.67E-03
9735535,2010,201,2010-07-20,4,A,O,A.O,19,0.658243548,1.07E-02,2.46E-03
9735548,2010,201,2010-07-20,5,A,O,A.O,19,0.702684125,0.011798531,2.71E-03
9735537,2010,201,2010-07-20,1,C,N,C.N,25,0.75178782,6.86E-03,1.37E-03
9735554,2010,201,2010-07-20,2,C,N,C.N,25,0.727343735,7.50E-03,1.50E-03
9735547,2010,201,2010-07-20,3,C,N,C.N,19,0.721939855,1.04E-02,2.39E-03
9735550,2010,201,2010-07-20,4,C,N,C.N,25,0.674855931,8.64E-03,1.73E-03
9735544,2010,201,2010-07-20,5,C,N,C.N,15,0.639757634,7.72E-03,1.99E-03
9735552,2010,201,2010-07-20,1,C,O,C.O,10,0.738183644,4.94E-03,1.56E-03
9735543,2010,201,2010-07-20,2,C,O,C.O,20,0.746936127,9.08E-03,2.03E-03
9735553,2010,201,2010-07-20,3,C,O,C.O,23,0.731042515,1.02E-02,2.12E-03
9735555,2010,201,2010-07-20,4,C,O,C.O,20,0.695778039,1.27E-02,2.83E-03
9735546,2010,201,2010-07-20,5,C,O,C.O,10,0.688579901,7.38E-03,2.33E-03
9735534,2010,202,2010-07-21,1,A,N,A.N,2,0.721024612,9.94E-04,7.03E-04
9735538,2010,202,2010-07-21,2,A,N,A.N,5,0.708281542,4.34E-03,1.94E-03
9735545,2010,202,2010-07-21,3,A,N,A.N,7,0.728681182,0.004887408,1.85E-03
9735536,2010,202,2010-07-21,4,A,N,A.N,6,0.715957523,6.30E-03,2.57E-03
9735542,2010,202,2010-07-21,5,A,N,A.N,2,0.694225593,4.47E-04,3.16E-04
9735551,2010,202,2010-07-21,1,A,O,A.O,4,0.731746727,1.23E-02,6.16E-03
9735541,2010,202,2010-07-21,2,A,O,A.O,6,0.699646982,5.14E-03,2.10E-03
9735539,2010,202,2010-07-21,3,A,O,A.O,7,0.722769505,1.29E-02,4.88E-03
9735535,2010,202,2010-07-21,4,A,O,A.O,5,0.662385323,8.79E-03,3.93E-03
9735548,2010,202,2010-07-21,5,A,O,A.O,5,0.706511333,1.27E-02,5.70E-03
9735537,2010,202,2010-07-21,1,C,N,C.N,7,0.749040656,7.14E-03,2.70E-03
9735554,2010,202,2010-07-21,2,C,N,C.N,6,0.724491183,4.68E-03,1.91E-03
9735547,2010,202,2010-07-21,3,C,N,C.N,6,0.720141308,4.85E-03,1.98E-03
9735550,2010,202,2010-07-21,4,C,N,C.N,7,0.668482563,9.31E-03,3.52E-03
9735544,2010,202,2010-07-21,5,C,N,C.N,7,0.636442065,8.58E-03,3.24E-03
9735552,2010,202,2010-07-21,1,C,O,C.O,4,0.7361867,3.18E-03,1.59E-03
9735543,2010,202,2010-07-21,2,C,O,C.O,4,0.747142775,1.31E-03,6.53E-04
9735553,2010,202,2010-07-21,3,C,O,C.O,6,0.731230497,8.97E-03,3.66E-03
9735555,2010,202,2010-07-21,4,C,O,C.O,6,0.699518064,6.29E-03,2.57E-03
9735546,2010,202,2010-07-21,5,C,O,C.O,5,0.684115416,4.06E-03,1.81E-03
9735534,2010,203,2010-07-22,1,A,N,A.N,4,0.718725162,7.72E-03,3.86E-03
9735538,2010,203,2010-07-22,2,A,N,A.N,6,0.702557219,5.21E-03,2.13E-03
9735545,2010,203,2010-07-22,3,A,N,A.N,8,0.73631857,4.89E-03,1.73E-03
9735536,2010,203,2010-07-22,4,A,N,A.N,6,0.703837529,5.34E-03,2.18E-03
9735542,2010,203,2010-07-22,5,A,N,A.N,4,0.688044376,7.76E-03,3.88E-03
9735551,2010,203,2010-07-22,1,A,O,A.O,3,0.730408802,5.55E-03,3.21E-03
9735541,2010,203,2010-07-22,2,A,O,A.O,8,0.701542347,7.29E-03,2.58E-03
9735539,2010,203,2010-07-22,3,A,O,A.O,5,0.718978385,4.69E-03,2.10E-03
9735535,2010,203,2010-07-22,4,A,O,A.O,5,0.652208207,7.09E-03,3.17E-03
9735548,2010,203,2010-07-22,5,A,O,A.O,7,0.69790502,5.67E-03,2.14E-03
9735537,2010,203,2010-07-22,1,C,N,C.N,6,0.752500589,4.12E-03,1.68E-03
9735554,2010,203,2010-07-22,2,C,N,C.N,7,0.729303613,4.69E-03,1.77E-03
9735547,2010,203,2010-07-22,3,C,N,C.N,3,0.717220847,5.31E-03,3.06E-03
9735550,2010,203,2010-07-22,4,C,N,C.N,5,0.678350576,5.70E-03,2.55E-03
9735544,2010,203,2010-07-22,5,C,N,C.N,5,0.634254077,5.65E-03,2.53E-03
9735552,2010,203,2010-07-22,1,C,O,C.O,2,0.730274331,1.66E-03,1.17E-03
9735543,2010,203,2010-07-22,2,C,O,C.O,3,0.747426092,6.54E-03,3.77E-03
9735553,2010,203,2010-07-22,3,C,O,C.O,5,0.726125031,6.69E-03,2.99E-03
9735555,2010,203,2010-07-22,4,C,O,C.O,6,0.698722464,5.88E-03,2.40E-03
9735546,2010,203,2010-07-22,5,C,O,C.O,2,0.687645565,9.87E-03,6.98E-03
9735534,2010,204,2010-07-23,1,A,N,A.N,3,0.714812348,1.19E-02,6.88E-03
9735538,2010,204,2010-07-23,2,A,N,A.N,4,0.705093342,5.24E-03,2.62E-03
9735545,2010,204,2010-07-23,3,A,N,A.N,7,0.73715668,4.07E-03,1.54E-03
9735536,2010,204,2010-07-23,4,A,N,A.N,9,0.700619072,1.00E-02,3.34E-03
9735542,2010,204,2010-07-23,5,A,N,A.N,4,0.68338563,3.52E-03,1.76E-03
9735551,2010,204,2010-07-23,1,A,O,A.O,2,0.74939595,1.74E-02,1.23E-02
9735541,2010,204,2010-07-23,2,A,O,A.O,5,0.710748094,2.09E-02,9.33E-03
9735539,2010,204,2010-07-23,3,A,O,A.O,7,0.725648185,1.46E-02,5.50E-03
9735535,2010,204,2010-07-23,4,A,O,A.O,10,0.652772294,9.10E-03,2.88E-03
9735548,2010,204,2010-07-23,5,A,O,A.O,6,0.697515491,8.34E-03,3.40E-03
9735537,2010,204,2010-07-23,1,C,N,C.N,2,0.756006479,0.012732837,9.00E-03
9735554,2010,204,2010-07-23,2,C,N,C.N,4,0.731698841,6.59E-03,3.30E-03
9735547,2010,204,2010-07-23,3,C,N,C.N,4,0.72061148,9.74E-03,4.87E-03
9735550,2010,204,2010-07-23,4,C,N,C.N,8,0.675801943,8.06E-03,2.85E-03
9735544,2010,204,2010-07-23,5,C,N,C.N,8,0.633831544,5.79E-03,2.05E-03
9735552,2010,204,2010-07-23,1,C,O,C.O,5,0.734858931,1.05E-02,4.69E-03
9735543,2010,204,2010-07-23,2,C,O,C.O,3,0.756714641,1.27E-02,7.34E-03
9735553,2010,204,2010-07-23,3,C,O,C.O,4,0.737295628,1.11E-02,5.56E-03
9735555,2010,204,2010-07-23,4,C,O,C.O,9,0.701315901,8.18E-03,2.73E-03
9735546,2010,204,2010-07-23,5,C,O,C.O,4,0.678046788,1.35E-02,6.73E-03
9735534,2010,206,2010-07-25,1,A,N,A.N,95,0.719573548,6.00E-03,6.15E-04
9735538,2010,206,2010-07-25,2,A,N,A.N,97,0.706747439,6.26E-03,6.36E-04
9735545,2010,206,2010-07-25,3,A,N,A.N,102,0.739299575,6.66E-03,6.59E-04
9735536,2010,206,2010-07-25,4,A,N,A.N,101,0.712550601,1.14E-02,1.14E-03
9735542,2010,206,2010-07-25,5,A,N,A.N,95,0.694427999,1.30E-02,1.34E-03
9735551,2010,206,2010-07-25,1,A,O,A.O,97,0.742088468,8.12E-03,8.24E-04
9735541,2010,206,2010-07-25,2,A,O,A.O,100,0.715725375,1.38E-02,1.38E-03
9735539,2010,206,2010-07-25,3,A,O,A.O,99,0.739802072,0.013934839,1.40E-03
9735535,2010,206,2010-07-25,4,A,O,A.O,99,0.667215446,1.19E-02,1.19E-03
9735548,2010,206,2010-07-25,5,A,O,A.O,103,0.705026112,1.05E-02,1.03E-03
9735537,2010,206,2010-07-25,1,C,N,C.N,101,0.756603971,6.14E-03,6.11E-04
9735554,2010,206,2010-07-25,2,C,N,C.N,102,0.732896186,7.00E-03,6.93E-04
9735547,2010,206,2010-07-25,3,C,N,C.N,99,0.724633173,6.47E-03,6.50E-04
9735550,2010,206,2010-07-25,4,C,N,C.N,101,0.684683172,8.96E-03,8.92E-04
9735544,2010,206,2010-07-25,5,C,N,C.N,101,0.64272999,7.00E-03,6.97E-04
9735552,2010,206,2010-07-25,1,C,O,C.O,94,0.740048975,9.30E-03,9.59E-04
9735543,2010,206,2010-07-25,2,C,O,C.O,97,0.759728129,8.17E-03,8.29E-04
9735553,2010,206,2010-07-25,3,C,O,C.O,101,0.739165661,1.07E-02,1.06E-03
9735555,2010,206,2010-07-25,4,C,O,C.O,99,0.708685114,9.10E-03,9.14E-04
9735546,2010,206,2010-07-25,5,C,O,C.O,98,0.689508297,8.80E-03,8.89E-04
9735534,2010,207,2010-07-26,1,A,N,A.N,38,0.714492732,4.72E-03,7.66E-04
9735538,2010,207,2010-07-26,2,A,N,A.N,43,0.701236787,8.82E-03,1.35E-03
9735545,2010,207,2010-07-26,3,A,N,A.N,40,0.733584085,4.62E-03,7.31E-04
9735536,2010,207,2010-07-26,4,A,N,A.N,38,0.702209172,8.51E-03,1.38E-03
9735542,2010,207,2010-07-26,5,A,N,A.N,37,0.683973942,9.25E-03,1.52E-03
