year,doy,date,block,treatment,subsample,depth
2011,137,2011-05-17,3,C.N,11,46
2011,137,2011-05-17,3,C.N,12,30
2011,137,2011-05-17,4,C.N,1,26
2011,137,2011-05-17,4,C.N,2,51
2011,137,2011-05-17,4,C.N,3,55
2011,137,2011-05-17,4,C.N,4,49
2011,137,2011-05-17,4,C.N,5,48
2011,137,2011-05-17,4,C.N,6,42
2011,137,2011-05-17,4,C.N,7,35
2011,137,2011-05-17,4,C.N,8,41
2011,137,2011-05-17,4,C.N,9,43
2011,137,2011-05-17,4,C.N,10,37
2011,137,2011-05-17,4,C.N,11,25
2011,137,2011-05-17,4,C.N,12,20
2011,137,2011-05-17,5,C.N,1,26
2011,137,2011-05-17,5,C.N,2,26
2011,137,2011-05-17,5,C.N,3,39
2011,137,2011-05-17,5,C.N,4,36
2011,137,2011-05-17,5,C.N,5,20
2011,137,2011-05-17,5,C.N,6,25
2011,137,2011-05-17,5,C.N,7,29
2011,137,2011-05-17,5,C.N,8,0
2011,137,2011-05-17,5,C.N,9,20
2011,137,2011-05-17,5,C.N,10,18
2011,137,2011-05-17,5,C.N,11,25
2011,137,2011-05-17,5,C.N,12,38
2011,140,2011-05-20,1,C.N,1,26
2011,140,2011-05-20,1,C.N,2,0
2011,140,2011-05-20,1,C.N,3,17
2011,140,2011-05-20,1,C.N,4,0
2011,140,2011-05-20,1,C.N,5,22
2011,140,2011-05-20,1,C.N,6,6
2011,140,2011-05-20,1,C.N,7,0
2011,140,2011-05-20,1,C.N,8,0
2011,140,2011-05-20,1,C.N,9,0
2011,140,2011-05-20,1,C.N,10,0
2011,140,2011-05-20,1,C.N,11,21
2011,140,2011-05-20,1,C.N,12,19
2011,140,2011-05-20,2,C.N,1,0
2011,140,2011-05-20,2,C.N,2,0
2011,140,2011-05-20,2,C.N,3,0
2011,140,2011-05-20,2,C.N,4,0
2011,140,2011-05-20,2,C.N,5,0
2011,140,2011-05-20,2,C.N,6,0
2011,140,2011-05-20,2,C.N,7,0
2011,140,2011-05-20,2,C.N,8,0
2011,140,2011-05-20,2,C.N,9,0
2011,140,2011-05-20,2,C.N,10,0
2011,140,2011-05-20,2,C.N,11,18
2011,140,2011-05-20,2,C.N,12,0
2011,140,2011-05-20,3,C.N,1,0
2011,140,2011-05-20,3,C.N,2,21
2011,140,2011-05-20,3,C.N,3,0
2011,140,2011-05-20,3,C.N,4,0
2011,140,2011-05-20,3,C.N,5,0
2011,140,2011-05-20,3,C.N,6,0
2011,140,2011-05-20,3,C.N,7,0
2011,140,2011-05-20,3,C.N,8,0
2011,140,2011-05-20,3,C.N,9,0
2011,140,2011-05-20,3,C.N,10,0
2011,140,2011-05-20,3,C.N,11,0
2011,140,2011-05-20,3,C.N,12,0
2011,140,2011-05-20,4,C.N,1,0
2011,140,2011-05-20,4,C.N,2,20
2011,140,2011-05-20,4,C.N,3,39
2011,140,2011-05-20,4,C.N,4,30
2011,140,2011-05-20,4,C.N,5,26
2011,140,2011-05-20,4,C.N,6,38
2011,140,2011-05-20,4,C.N,7,0
2011,140,2011-05-20,4,C.N,8,12
2011,140,2011-05-20,4,C.N,9,0
2011,140,2011-05-20,4,C.N,10,0
2011,140,2011-05-20,4,C.N,11,0
2011,140,2011-05-20,4,C.N,12,0
2011,140,2011-05-20,5,C.N,1,18
2011,140,2011-05-20,5,C.N,2,0
2011,140,2011-05-20,5,C.N,3,0
2011,140,2011-05-20,5,C.N,4,0
2011,140,2011-05-20,5,C.N,5,0
2011,140,2011-05-20,5,C.N,6,0
2011,140,2011-05-20,5,C.N,7,0
2011,140,2011-05-20,5,C.N,8,0
2011,140,2011-05-20,5,C.N,9,0
2011,140,2011-05-20,5,C.N,10,0
2011,140,2011-05-20,5,C.N,11,0
2011,140,2011-05-20,5,C.N,12,21
2012,119,2012-04-28,1,A.N,1,61
2012,119,2012-04-28,1,A.N,2,52
2012,119,2012-04-28,1,A.N,3,47
2012,119,2012-04-28,1,A.N,4,43
2012,119,2012-04-28,1,A.N,5,48
2012,119,2012-04-28,1,A.N,6,41
2012,119,2012-04-28,1,A.N,7,35
2012,119,2012-04-28,1,A.N,8,42
2012,119,2012-04-28,1,A.N,9,43
2012,119,2012-04-28,1,A.N,10,65
2012,119,2012-04-28,1,A.N,11,63
2012,119,2012-04-28,1,A.N,12,47
2012,119,2012-04-28,1,C.N,1,70
2012,119,2012-04-28,1,C.N,2,63
2012,119,2012-04-28,1,C.N,3,71
2012,119,2012-04-28,1,C.N,4,59
2012,119,2012-04-28,1,C.N,5,36
2012,119,2012-04-28,1,C.N,6,54
2012,119,2012-04-28,1,C.N,7,48
2012,119,2012-04-28,1,C.N,8,39
2012,119,2012-04-28,1,C.N,9,41
2012,119,2012-04-28,1,C.N,10,43
2012,119,2012-04-28,1,C.N,11,49
2012,119,2012-04-28,1,C.N,12,76
2012,119,2012-04-28,2,C.N,1,59
2012,119,2012-04-28,2,C.N,2,49
2012,119,2012-04-28,2,C.N,3,59
2012,119,2012-04-28,2,C.N,4,41
2012,119,2012-04-28,2,C.N,5,41
2012,119,2012-04-28,2,C.N,6,45
2012,119,2012-04-28,2,C.N,7,50
2012,119,2012-04-28,2,C.N,8,49
2012,119,2012-04-28,2,C.N,9,61
2012,119,2012-04-28,2,C.N,10,59
2012,119,2012-04-28,2,C.N,11,75
2012,119,2012-04-28,2,C.N,12,65
2012,119,2012-04-28,2,A.N,1,68
2012,119,2012-04-28,2,A.N,2,60
2012,119,2012-04-28,2,A.N,3,55
2012,119,2012-04-28,2,A.N,4,41
2012,119,2012-04-28,2,A.N,5,51
2012,119,2012-04-28,2,A.N,6,43
2012,119,2012-04-28,2,A.N,7,40
2012,119,2012-04-28,2,A.N,8,48
2012,119,2012-04-28,2,A.N,9,51
2012,119,2012-04-28,2,A.N,10,58
2012,119,2012-04-28,2,A.N,11,60
2012,119,2012-04-28,2,A.N,12,58
2012,119,2012-04-28,3,C.N,1,68
2012,119,2012-04-28,3,C.N,2,61
2012,119,2012-04-28,3,C.N,3,43
2012,119,2012-04-28,3,C.N,4,42
2012,119,2012-04-28,3,C.N,5,40
2012,119,2012-04-28,3,C.N,6,43
2012,119,2012-04-28,3,C.N,7,42
2012,119,2012-04-28,3,C.N,8,59
2012,119,2012-04-28,3,C.N,9,51
2012,119,2012-04-28,3,C.N,10,59
2012,119,2012-04-28,3,C.N,11,62
2012,119,2012-04-28,3,C.N,12,61
2012,119,2012-04-28,3,A.N,1,51
2012,119,2012-04-28,3,A.N,2,58
2012,119,2012-04-28,3,A.N,3,53
2012,119,2012-04-28,3,A.N,4,30
2012,119,2012-04-28,3,A.N,5,37
2012,119,2012-04-28,3,A.N,6,52
2012,119,2012-04-28,3,A.N,7,41
2012,119,2012-04-28,3,A.N,8,31
2012,119,2012-04-28,3,A.N,9,43
2012,119,2012-04-28,3,A.N,10,50
2012,119,2012-04-28,3,A.N,11,43
2012,119,2012-04-28,3,A.N,12,57
2012,119,2012-04-28,4,A.N,1,46
2012,119,2012-04-28,4,A.N,2,43
2012,119,2012-04-28,4,A.N,3,42
2012,119,2012-04-28,4,A.N,4,33
2012,119,2012-04-28,4,A.N,5,39
2012,119,2012-04-28,4,A.N,6,22
2012,119,2012-04-28,4,A.N,7,42
2012,119,2012-04-28,4,A.N,8,50
2012,119,2012-04-28,4,A.N,9,43
2012,119,2012-04-28,4,A.N,10,58
2012,119,2012-04-28,4,A.N,11,61
2012,119,2012-04-28,4,A.N,12,60
2012,119,2012-04-28,4,C.N,1,60
2012,119,2012-04-28,4,C.N,2,43
2012,119,2012-04-28,4,C.N,3,45
2012,119,2012-04-28,4,C.N,4,42
2012,119,2012-04-28,4,C.N,5,41
2012,119,2012-04-28,4,C.N,6,43
2012,119,2012-04-28,4,C.N,7,40
2012,119,2012-04-28,4,C.N,8,42
2012,119,2012-04-28,4,C.N,9,50
2012,119,2012-04-28,4,C.N,10,52
2012,119,2012-04-28,4,C.N,11,39
2012,119,2012-04-28,4,C.N,12,54
2012,119,2012-04-28,5,C.N,1,63
2012,119,2012-04-28,5,C.N,2,62
2012,119,2012-04-28,5,C.N,3,51
2012,119,2012-04-28,5,C.N,4,36
2012,119,2012-04-28,5,C.N,5,44
2012,119,2012-04-28,5,C.N,6,43
2012,119,2012-04-28,5,C.N,7,40
2012,119,2012-04-28,5,C.N,8,35
2012,119,2012-04-28,5,C.N,9,40
2012,119,2012-04-28,5,C.N,10,50
2012,119,2012-04-28,5,C.N,11,30
2012,119,2012-04-28,5,C.N,12,62
2012,119,2012-04-28,5,A.N,1,44
2012,119,2012-04-28,5,A.N,2,52
2012,119,2012-04-28,5,A.N,3,58
2012,119,2012-04-28,5,A.N,4,55
2012,119,2012-04-28,5,A.N,5,47
2012,119,2012-04-28,5,A.N,6,42
2012,119,2012-04-28,5,A.N,7,43
2012,119,2012-04-28,5,A.N,8,50
2012,119,2012-04-28,5,A.N,9,63
2012,119,2012-04-28,5,A.N,10,52
2012,119,2012-04-28,5,A.N,11,43
2012,119,2012-04-28,5,A.N,12,56
2012,121,2012-04-30,1,A.N,1,52
2012,121,2012-04-30,1,A.N,2,50
2012,121,2012-04-30,1,A.N,3,43
2012,121,2012-04-30,1,A.N,4,39
2012,121,2012-04-30,1,A.N,5,46
2012,121,2012-04-30,1,A.N,6,38
2012,121,2012-04-30,1,A.N,7,46
2012,121,2012-04-30,1,A.N,8,35
2012,121,2012-04-30,1,A.N,9,46
2012,121,2012-04-30,1,A.N,10,64
2012,121,2012-04-30,1,A.N,11,53
2012,121,2012-04-30,1,A.N,12,55
2012,121,2012-04-30,1,C.N,1,62
2012,121,2012-04-30,1,C.N,2,65
2012,121,2012-04-30,1,C.N,3,61
2012,121,2012-04-30,1,C.N,4,40
2012,121,2012-04-30,1,C.N,5,49
2012,121,2012-04-30,1,C.N,6,39
2012,121,2012-04-30,1,C.N,7,37
2012,121,2012-04-30,1,C.N,8,76
2012,121,2012-04-30,1,C.N,9,59
2012,121,2012-04-30,1,C.N,10,60
2012,121,2012-04-30,1,C.N,11,63
2012,121,2012-04-30,1,C.N,12,59
2012,121,2012-04-30,2,C.N,1,65
2012,121,2012-04-30,2,C.N,2,66
2012,121,2012-04-30,2,C.N,3,62
2012,121,2012-04-30,2,C.N,4,41
2012,121,2012-04-30,2,C.N,5,43
2012,121,2012-04-30,2,C.N,6,42
2012,121,2012-04-30,2,C.N,7,58
2012,121,2012-04-30,2,C.N,8,56
2012,121,2012-04-30,2,C.N,9,59
2012,121,2012-04-30,2,C.N,10,63
2012,121,2012-04-30,2,C.N,11,63
2012,121,2012-04-30,2,C.N,12,75
2012,121,2012-04-30,2,A.N,1,46
2012,121,2012-04-30,2,A.N,2,59
2012,121,2012-04-30,2,A.N,3,39
2012,121,2012-04-30,2,A.N,4,45
2012,121,2012-04-30,2,A.N,5,46
2012,121,2012-04-30,2,A.N,6,41
2012,121,2012-04-30,2,A.N,7,31
2012,121,2012-04-30,2,A.N,8,31
2012,121,2012-04-30,2,A.N,9,58
2012,121,2012-04-30,2,A.N,10,46
2012,121,2012-04-30,2,A.N,11,65
2012,121,2012-04-30,2,A.N,12,65
2012,121,2012-04-30,3,C.N,1,63
2012,121,2012-04-30,3,C.N,2,62
2012,121,2012-04-30,3,C.N,3,58
2012,121,2012-04-30,3,C.N,4,41
2012,121,2012-04-30,3,C.N,5,40
2012,121,2012-04-30,3,C.N,6,38
2012,121,2012-04-30,3,C.N,7,43
2012,121,2012-04-30,3,C.N,8,63
2012,121,2012-04-30,3,C.N,9,60
2012,121,2012-04-30,3,C.N,10,63
2012,121,2012-04-30,3,C.N,11,71
2012,121,2012-04-30,3,C.N,12,74
2012,121,2012-04-30,3,A.N,1,41
2012,121,2012-04-30,3,A.N,2,43
2012,121,2012-04-30,3,A.N,3,41
2012,121,2012-04-30,3,A.N,4,34
2012,121,2012-04-30,3,A.N,5,31
2012,121,2012-04-30,3,A.N,6,26
2012,121,2012-04-30,3,A.N,7,34
2012,121,2012-04-30,3,A.N,8,35
2012,121,2012-04-30,3,A.N,9,42
2012,121,2012-04-30,3,A.N,10,52
2012,121,2012-04-30,3,A.N,11,59
2012,121,2012-04-30,3,A.N,12,45
2012,121,2012-04-30,4,A.N,1,46
2012,121,2012-04-30,4,A.N,2,44
2012,121,2012-04-30,4,A.N,3,26
2012,121,2012-04-30,4,A.N,4,31
2012,121,2012-04-30,4,A.N,5,33
2012,121,2012-04-30,4,A.N,6,25
2012,121,2012-04-30,4,A.N,7,26
2012,121,2012-04-30,4,A.N,8,43
2012,121,2012-04-30,4,A.N,9,45
2012,121,2012-04-30,4,A.N,10,63
2012,121,2012-04-30,4,A.N,11,48
2012,121,2012-04-30,4,A.N,12,53
2012,121,2012-04-30,4,C.N,1,56
2012,121,2012-04-30,4,C.N,2,51
2012,121,2012-04-30,4,C.N,3,62
2012,121,2012-04-30,4,C.N,4,58
2012,121,2012-04-30,4,C.N,5,49
2012,121,2012-04-30,4,C.N,6,50
2012,121,2012-04-30,4,C.N,7,50
2012,121,2012-04-30,4,C.N,8,39
2012,121,2012-04-30,4,C.N,9,51
2012,121,2012-04-30,4,C.N,10,57
2012,121,2012-04-30,4,C.N,11,53
2012,121,2012-04-30,4,C.N,12,58
2012,121,2012-04-30,5,C.N,1,80
2012,121,2012-04-30,5,C.N,2,62
2012,121,2012-04-30,5,C.N,3,61
2012,121,2012-04-30,5,C.N,4,55
2012,121,2012-04-30,5,C.N,5,43
2012,121,2012-04-30,5,C.N,6,42
2012,121,2012-04-30,5,C.N,7,40
2012,121,2012-04-30,5,C.N,8,43
2012,121,2012-04-30,5,C.N,9,63
2012,121,2012-04-30,5,C.N,10,55
2012,121,2012-04-30,5,C.N,11,61
2012,121,2012-04-30,5,C.N,12,72
2012,121,2012-04-30,5,A.N,1,51
2012,121,2012-04-30,5,A.N,2,26
2012,121,2012-04-30,5,A.N,3,42
2012,121,2012-04-30,5,A.N,4,33
2012,121,2012-04-30,5,A.N,5,39
2012,121,2012-04-30,5,A.N,6,51
2012,121,2012-04-30,5,A.N,7,44
2012,121,2012-04-30,5,A.N,8,59
2012,121,2012-04-30,5,A.N,9,59
2012,121,2012-04-30,5,A.N,10,42
2012,121,2012-04-30,5,A.N,11,52
2012,121,2012-04-30,5,A.N,12,53
2012,123,2012-05-02,1,A.N,1,58
2012,123,2012-05-02,1,A.N,2,59
2012,123,2012-05-02,1,A.N,3,47
2012,123,2012-05-02,1,A.N,4,42
2012,123,2012-05-02,1,A.N,5,53
2012,123,2012-05-02,1,A.N,6,37
2012,123,2012-05-02,1,A.N,7,28
2012,123,2012-05-02,1,A.N,8,40
2012,123,2012-05-02,1,A.N,9,52
2012,123,2012-05-02,1,A.N,10,66
2012,123,2012-05-02,1,A.N,11,46
2012,123,2012-05-02,1,A.N,12,55
2012,123,2012-05-02,1,C.N,1,65
2012,123,2012-05-02,1,C.N,2,62
2012,123,2012-05-02,1,C.N,3,54
2012,123,2012-05-02,1,C.N,4,51
2012,123,2012-05-02,1,C.N,5,52
2012,123,2012-05-02,1,C.N,6,42
2012,123,2012-05-02,1,C.N,7,43
2012,123,2012-05-02,1,C.N,8,52
2012,123,2012-05-02,1,C.N,9,59
2012,123,2012-05-02,1,C.N,10,78
2012,123,2012-05-02,1,C.N,11,74
2012,123,2012-05-02,1,C.N,12,65
2012,123,2012-05-02,2,C.N,1,72
2012,123,2012-05-02,2,C.N,2,63
2012,123,2012-05-02,2,C.N,3,70
2012,123,2012-05-02,2,C.N,4,43
2012,123,2012-05-02,2,C.N,5,47
2012,123,2012-05-02,2,C.N,6,46
2012,123,2012-05-02,2,C.N,7,43
2012,123,2012-05-02,2,C.N,8,53
2012,123,2012-05-02,2,C.N,9,50
2012,123,2012-05-02,2,C.N,10,74
2012,123,2012-05-02,2,C.N,11,79
2012,123,2012-05-02,2,C.N,12,71
2012,123,2012-05-02,2,A.N,1,32
2012,123,2012-05-02,2,A.N,2,56
2012,123,2012-05-02,2,A.N,3,37
2012,123,2012-05-02,2,A.N,4,36
2012,123,2012-05-02,2,A.N,5,48
2012,123,2012-05-02,2,A.N,6,43
2012,123,2012-05-02,2,A.N,7,33
2012,123,2012-05-02,2,A.N,8,48
2012,123,2012-05-02,2,A.N,9,48
2012,123,2012-05-02,2,A.N,10,59
2012,123,2012-05-02,2,A.N,11,65
2012,123,2012-05-02,2,A.N,12,66
2012,123,2012-05-02,3,C.N,1,47
2012,123,2012-05-02,3,C.N,2,57
2012,123,2012-05-02,3,C.N,3,55
2012,123,2012-05-02,3,C.N,4,33
2012,123,2012-05-02,3,C.N,5,40
2012,123,2012-05-02,3,C.N,6,50
2012,123,2012-05-02,3,C.N,7,43
2012,123,2012-05-02,3,C.N,8,60
2012,123,2012-05-02,3,C.N,9,59
2012,123,2012-05-02,3,C.N,10,61
2012,123,2012-05-02,3,C.N,11,69
2012,123,2012-05-02,3,C.N,12,54
2012,123,2012-05-02,3,A.N,1,45
2012,123,2012-05-02,3,A.N,2,44
2012,123,2012-05-02,3,A.N,3,45
2012,123,2012-05-02,3,A.N,4,33
2012,123,2012-05-02,3,A.N,5,33
2012,123,2012-05-02,3,A.N,6,45
2012,123,2012-05-02,3,A.N,7,36
2012,123,2012-05-02,3,A.N,8,44
2012,123,2012-05-02,3,A.N,9,43
2012,123,2012-05-02,3,A.N,10,54
2012,123,2012-05-02,3,A.N,11,61
2012,123,2012-05-02,3,A.N,12,56
2012,123,2012-05-02,4,A.N,1,46
2012,123,2012-05-02,4,A.N,2,44
2012,123,2012-05-02,4,A.N,3,43
2012,123,2012-05-02,4,A.N,4,35
2012,123,2012-05-02,4,A.N,5,42
2012,123,2012-05-02,4,A.N,6,37
2012,123,2012-05-02,4,A.N,7,43
2012,123,2012-05-02,4,A.N,8,45
2012,123,2012-05-02,4,A.N,9,49
2012,123,2012-05-02,4,A.N,10,65
2012,123,2012-05-02,4,A.N,11,58
2012,123,2012-05-02,4,A.N,12,53
2012,123,2012-05-02,4,C.N,1,47
2012,123,2012-05-02,4,C.N,2,60
2012,123,2012-05-02,4,C.N,3,59
2012,123,2012-05-02,4,C.N,4,53
2012,123,2012-05-02,4,C.N,5,49
2012,123,2012-05-02,4,C.N,6,58
2012,123,2012-05-02,4,C.N,7,49
2012,123,2012-05-02,4,C.N,8,42
2012,123,2012-05-02,4,C.N,9,55
2012,123,2012-05-02,4,C.N,10,61
2012,123,2012-05-02,4,C.N,11,58
2012,123,2012-05-02,4,C.N,12,42
2012,123,2012-05-02,5,C.N,1,62
2012,123,2012-05-02,5,C.N,2,67
2012,123,2012-05-02,5,C.N,3,51
2012,123,2012-05-02,5,C.N,4,51
2012,123,2012-05-02,5,C.N,5,39
2012,123,2012-05-02,5,C.N,6,38
2012,123,2012-05-02,5,C.N,7,47
2012,123,2012-05-02,5,C.N,8,46
2012,123,2012-05-02,5,C.N,9,62
2012,123,2012-05-02,5,C.N,10,60
2012,123,2012-05-02,5,C.N,11,63
2012,123,2012-05-02,5,C.N,12,63
2012,123,2012-05-02,5,A.N,1,45
2012,123,2012-05-02,5,A.N,2,28
2012,123,2012-05-02,5,A.N,3,39
2012,123,2012-05-02,5,A.N,4,32
2012,123,2012-05-02,5,A.N,5,38
2012,123,2012-05-02,5,A.N,6,38
2012,123,2012-05-02,5,A.N,7,37
2012,123,2012-05-02,5,A.N,8,37
2012,123,2012-05-02,5,A.N,9,41
2012,123,2012-05-02,5,A.N,10,48
2012,123,2012-05-02,5,A.N,11,39
2012,123,2012-05-02,5,A.N,12,43
2012,125,2012-05-04,1,A.N,1,45
2012,125,2012-05-04,1,A.N,2,50
2012,125,2012-05-04,1,A.N,3,27
2012,125,2012-05-04,1,A.N,4,40
2012,125,2012-05-04,1,A.N,5,36
2012,125,2012-05-04,1,A.N,6,35
2012,125,2012-05-04,1,A.N,7,40
2012,125,2012-05-04,1,A.N,8,41
2012,125,2012-05-04,1,A.N,9,64
2012,125,2012-05-04,1,A.N,10,54
2012,125,2012-05-04,1,A.N,11,52
2012,125,2012-05-04,1,A.N,12,44
2012,125,2012-05-04,1,C.N,1,72
2012,125,2012-05-04,1,C.N,2,58
2012,125,2012-05-04,1,C.N,3,52
2012,125,2012-05-04,1,C.N,4,60
2012,125,2012-05-04,1,C.N,5,43
2012,125,2012-05-04,1,C.N,6,55
2012,125,2012-05-04,1,C.N,7,43
2012,125,2012-05-04,1,C.N,8,58
2012,125,2012-05-04,1,C.N,9,61
2012,125,2012-05-04,1,C.N,10,79
2012,125,2012-05-04,1,C.N,11,78
2012,125,2012-05-04,1,C.N,12,59
2012,125,2012-05-04,2,C.N,1,61
2012,125,2012-05-04,2,C.N,2,69
2012,125,2012-05-04,2,C.N,3,68
2012,125,2012-05-04,2,C.N,4,43
2012,125,2012-05-04,2,C.N,5,52
2012,125,2012-05-04,2,C.N,6,43
2012,125,2012-05-04,2,C.N,7,43
2012,125,2012-05-04,2,C.N,8,58
2012,125,2012-05-04,2,C.N,9,67
2012,125,2012-05-04,2,C.N,10,68
2012,125,2012-05-04,2,C.N,11,80
2012,125,2012-05-04,2,C.N,12,68
2012,125,2012-05-04,2,A.N,1,42
2012,125,2012-05-04,2,A.N,2,56
2012,125,2012-05-04,2,A.N,3,45
2012,125,2012-05-04,2,A.N,4,38
2012,125,2012-05-04,2,A.N,5,52
2012,125,2012-05-04,2,A.N,6,42
2012,125,2012-05-04,2,A.N,7,39
2012,125,2012-05-04,2,A.N,8,44
2012,125,2012-05-04,2,A.N,9,43
2012,125,2012-05-04,2,A.N,10,59
2012,125,2012-05-04,2,A.N,11,62
2012,125,2012-05-04,2,A.N,12,62
2012,125,2012-05-04,3,C.N,1,67
2012,125,2012-05-04,3,C.N,2,61
2012,125,2012-05-04,3,C.N,3,57
2012,125,2012-05-04,3,C.N,4,42
2012,125,2012-05-04,3,C.N,5,43
2012,125,2012-05-04,3,C.N,6,50
2012,125,2012-05-04,3,C.N,7,43
2012,125,2012-05-04,3,C.N,8,60
2012,125,2012-05-04,3,C.N,9,45
2012,125,2012-05-04,3,C.N,10,62
2012,125,2012-05-04,3,C.N,11,60
2012,125,2012-05-04,3,C.N,12,61
2012,125,2012-05-04,3,A.N,1,45
2012,125,2012-05-04,3,A.N,2,41
2012,125,2012-05-04,3,A.N,3,44
2012,125,2012-05-04,3,A.N,4,42
2012,125,2012-05-04,3,A.N,5,23
2012,125,2012-05-04,3,A.N,6,33
2012,125,2012-05-04,3,A.N,7,39
2012,125,2012-05-04,3,A.N,8,39
2012,125,2012-05-04,3,A.N,9,39
2012,125,2012-05-04,3,A.N,10,47
2012,125,2012-05-04,3,A.N,11,52
2012,125,2012-05-04,3,A.N,12,42
2012,125,2012-05-04,4,A.N,1,43
2012,125,2012-05-04,4,A.N,2,44
2012,125,2012-05-04,4,A.N,3,41
2012,125,2012-05-04,4,A.N,4,40
2012,125,2012-05-04,4,A.N,5,31
2012,125,2012-05-04,4,A.N,6,40
2012,125,2012-05-04,4,A.N,7,44
2012,125,2012-05-04,4,A.N,8,41
2012,125,2012-05-04,4,A.N,9,42
2012,125,2012-05-04,4,A.N,10,63
2012,125,2012-05-04,4,A.N,11,49
2012,125,2012-05-04,4,A.N,12,60
2012,125,2012-05-04,4,C.N,1,62
2012,125,2012-05-04,4,C.N,2,58
2012,125,2012-05-04,4,C.N,3,58
2012,125,2012-05-04,4,C.N,4,49
2012,125,2012-05-04,4,C.N,5,52
2012,125,2012-05-04,4,C.N,6,43
2012,125,2012-05-04,4,C.N,7,50
2012,125,2012-05-04,4,C.N,8,55
2012,125,2012-05-04,4,C.N,9,59
2012,125,2012-05-04,4,C.N,10,49
2012,125,2012-05-04,4,C.N,11,50
2012,125,2012-05-04,4,C.N,12,41
2012,125,2012-05-04,5,C.N,1,70
2012,125,2012-05-04,5,C.N,2,60
2012,125,2012-05-04,5,C.N,3,50
2012,125,2012-05-04,5,C.N,4,51
2012,125,2012-05-04,5,C.N,5,45
2012,125,2012-05-04,5,C.N,6,38
2012,125,2012-05-04,5,C.N,7,45
2012,125,2012-05-04,5,C.N,8,47
2012,125,2012-05-04,5,C.N,9,60
2012,125,2012-05-04,5,C.N,10,55
2012,125,2012-05-04,5,C.N,11,65
2012,125,2012-05-04,5,C.N,12,67
2012,125,2012-05-04,5,A.N,1,45
2012,125,2012-05-04,5,A.N,2,45
2012,125,2012-05-04,5,A.N,3,44
2012,125,2012-05-04,5,A.N,4,39
2012,125,2012-05-04,5,A.N,5,36
2012,125,2012-05-04,5,A.N,6,47
2012,125,2012-05-04,5,A.N,7,40
2012,125,2012-05-04,5,A.N,8,41
2012,125,2012-05-04,5,A.N,9,56
2012,125,2012-05-04,5,A.N,10,35
2012,125,2012-05-04,5,A.N,11,46
2012,125,2012-05-04,5,A.N,12,51
2012,127,2012-05-06,1,A.N,1,49
2012,127,2012-05-06,1,A.N,2,48
2012,127,2012-05-06,1,A.N,3,40
2012,127,2012-05-06,1,A.N,4,42
2012,127,2012-05-06,1,A.N,5,40
2012,127,2012-05-06,1,A.N,6,39
2012,127,2012-05-06,1,A.N,7,43
2012,127,2012-05-06,1,A.N,8,36
2012,127,2012-05-06,1,A.N,9,53
2012,127,2012-05-06,1,A.N,10,46
2012,127,2012-05-06,1,A.N,11,55
2012,127,2012-05-06,1,A.N,12,45
2012,127,2012-05-06,1,C.N,1,62
2012,127,2012-05-06,1,C.N,2,64
2012,127,2012-05-06,1,C.N,3,60
2012,127,2012-05-06,1,C.N,4,50
2012,127,2012-05-06,1,C.N,5,55
2012,127,2012-05-06,1,C.N,6,53
2012,127,2012-05-06,1,C.N,7,48
2012,127,2012-05-06,1,C.N,8,55
2012,127,2012-05-06,1,C.N,9,53
2012,127,2012-05-06,1,C.N,10,78
2012,127,2012-05-06,1,C.N,11,85
2012,127,2012-05-06,1,C.N,12,69
2012,127,2012-05-06,2,C.N,1,70
2012,127,2012-05-06,2,C.N,2,58
2012,127,2012-05-06,2,C.N,3,67
2012,127,2012-05-06,2,C.N,4,42
2012,127,2012-05-06,2,C.N,5,57
2012,127,2012-05-06,2,C.N,6,56
2012,127,2012-05-06,2,C.N,7,54
2012,127,2012-05-06,2,C.N,8,53
2012,127,2012-05-06,2,C.N,9,64
2012,127,2012-05-06,2,C.N,10,82
2012,127,2012-05-06,2,C.N,11,77
2012,127,2012-05-06,2,C.N,12,71
2012,127,2012-05-06,2,A.N,1,32
2012,127,2012-05-06,2,A.N,2,43
2012,127,2012-05-06,2,A.N,3,38
2012,127,2012-05-06,2,A.N,4,45
2012,127,2012-05-06,2,A.N,5,41
2012,127,2012-05-06,2,A.N,6,37
2012,127,2012-05-06,2,A.N,7,34
2012,127,2012-05-06,2,A.N,8,45
2012,127,2012-05-06,2,A.N,9,48
2012,127,2012-05-06,2,A.N,10,57
2012,127,2012-05-06,2,A.N,11,49
2012,127,2012-05-06,2,A.N,12,61
2012,127,2012-05-06,3,C.N,1,65
2012,127,2012-05-06,3,C.N,2,61
2012,127,2012-05-06,3,C.N,3,52
2012,127,2012-05-06,3,C.N,4,40
2012,127,2012-05-06,3,C.N,5,43
2012,127,2012-05-06,3,C.N,6,52
2012,127,2012-05-06,3,C.N,7,45
2012,127,2012-05-06,3,C.N,8,58
2012,127,2012-05-06,3,C.N,9,60
2012,127,2012-05-06,3,C.N,10,65
2012,127,2012-05-06,3,C.N,11,77
2012,127,2012-05-06,3,C.N,12,71
2012,127,2012-05-06,3,A.N,1,35
2012,127,2012-05-06,3,A.N,2,43
2012,127,2012-05-06,3,A.N,3,41
2012,127,2012-05-06,3,A.N,4,45
2012,127,2012-05-06,3,A.N,5,23
2012,127,2012-05-06,3,A.N,6,34
2012,127,2012-05-06,3,A.N,7,39
2012,127,2012-05-06,3,A.N,8,41
2012,127,2012-05-06,3,A.N,9,41
