mantis_id,year,doy,date,block,snow,otc,treatment,air_temp_min,air_temp_mean,air_temp_max,relative_humidity
9735541,2010,222,2010-08-10,2,A,O,A.O,5.565,9.237655556,13.497,97.31777778
9735548,2010,222,2010-08-10,5,A,O,A.O,5.514,9.288994444,13.666,97.36513889
9735555,2010,222,2010-08-10,4,C,O,C.O,5.514,9.127926389,13.137,97.53833333
9735535,2010,222,2010-08-10,4,A,O,A.O,5.488,9.066431944,13.281,97.86041667
9735551,2010,222,2010-08-10,1,A,O,A.O,5.514,9.120152778,13.137,97.97
9735539,2010,222,2010-08-10,3,A,O,A.O,5.437,9.322615278,14.314,98.06097222
9735554,2010,222,2010-08-10,2,C,N,C.N,5.411,8.274822222,11.346,99.69
9735537,2010,222,2010-08-10,1,C,N,C.N,5.437,8.195819444,11.127,99.69138889
9735542,2010,222,2010-08-10,5,A,N,A.N,5.514,8.202190278,11.127,99.75694444
9735534,2010,222,2010-08-10,1,A,N,A.N,5.462,8.231419444,11.346,99.78972222
9735545,2010,222,2010-08-10,3,A,N,A.N,5.437,8.170805556,11.053,99.81138889
9735547,2010,222,2010-08-10,3,C,N,C.N,5.462,8.218109722,11.102,99.82263889
9735538,2010,222,2010-08-10,2,A,N,A.N,5.437,8.163522222,11.151,99.83458333
9735536,2010,222,2010-08-10,4,A,N,A.N,5.462,8.21255,11.078,99.86791667
9735544,2010,222,2010-08-10,5,C,N,C.N,5.514,8.238002778,10.956,99.88361111
9735550,2010,222,2010-08-10,4,C,N,C.N,5.488,8.194897222,11.029,99.89777778
9735546,2010,223,2010-08-11,5,C,O,C.O,5.488,10.60284861,18.152,91.07930556
9735543,2010,223,2010-08-11,2,C,O,C.O,5.411,10.56431806,18.652,91.14569444
9735548,2010,223,2010-08-11,5,A,O,A.O,5.462,10.39968611,17.011,91.50416667
9735541,2010,223,2010-08-11,2,A,O,A.O,5.411,10.44781667,17.796,91.50986111
9735553,2010,223,2010-08-11,3,C,O,C.O,5.437,10.44494028,18.2,91.68583333
9735552,2010,223,2010-08-11,1,C,O,C.O,5.514,10.68032361,18.747,91.83986111
9735535,2010,223,2010-08-11,4,A,O,A.O,5.36,10.35307917,17.772,92.12819444
9735551,2010,223,2010-08-11,1,A,O,A.O,5.385,10.43518333,18.129,92.28916667
9735555,2010,223,2010-08-11,4,C,O,C.O,5.462,10.24284722,16.749,92.61305556
9735539,2010,223,2010-08-11,3,A,O,A.O,5.334,10.32977222,17.439,93.07055556
9735542,2010,223,2010-08-11,5,A,N,A.N,5.462,9.575348611,14.074,93.17722222
9735537,2010,223,2010-08-11,1,C,N,C.N,5.437,9.521531944,13.906,93.25597222
9735534,2010,223,2010-08-11,1,A,N,A.N,5.462,9.540277778,14.002,93.28694444
9735554,2010,223,2010-08-11,2,C,N,C.N,5.385,9.515113889,13.954,93.32583333
9735544,2010,223,2010-08-11,5,C,N,C.N,5.514,9.549820833,13.882,93.39458333
9735547,2010,223,2010-08-11,3,C,N,C.N,5.462,9.483801389,13.834,93.42791667
9735536,2010,223,2010-08-11,4,A,N,A.N,5.488,9.497158333,13.834,93.67694444
9735545,2010,223,2010-08-11,3,A,N,A.N,5.462,9.463365278,13.786,93.73138889
9735550,2010,223,2010-08-11,4,C,N,C.N,5.462,9.516440278,13.882,93.87986111
9735538,2010,223,2010-08-11,2,A,N,A.N,5.411,9.424620833,13.57,93.94458333
9735548,2010,224,2010-08-12,5,A,O,A.O,5.024,11.6469875,27.653,77.83263889
9735535,2010,224,2010-08-12,4,A,O,A.O,4.895,11.70664861,25.72,78.09777778
9735537,2010,224,2010-08-12,1,C,N,C.N,5.565,10.57365139,17.534,78.17930556
9735544,2010,224,2010-08-12,5,C,N,C.N,5.719,10.6457375,18.366,78.19625
9735547,2010,224,2010-08-12,3,C,N,C.N,5.668,10.55805,17.296,78.36875
9735543,2010,224,2010-08-12,2,C,O,C.O,5.102,11.62945972,25.987,78.38625
9735534,2010,224,2010-08-12,1,A,N,A.N,5.668,10.60569722,17.701,78.39333333
9735536,2010,224,2010-08-12,4,A,N,A.N,5.693,10.58567222,17.439,78.41083333
9735554,2010,224,2010-08-12,2,C,N,C.N,5.539,10.57407778,17.891,78.42236111
9735550,2010,224,2010-08-12,4,C,N,C.N,5.591,10.62780972,18.01,78.43375
9735542,2010,224,2010-08-12,5,A,N,A.N,5.514,10.63422778,18.247,78.43652778
9735546,2010,224,2010-08-12,5,C,O,C.O,5.179,11.52033056,24.726,78.54930556
9735538,2010,224,2010-08-12,2,A,N,A.N,5.565,10.54555,17.082,78.57902778
9735545,2010,224,2010-08-12,3,A,N,A.N,5.616,10.54524306,17.32,78.59708333
9735552,2010,224,2010-08-12,1,C,O,C.O,5.102,11.70160694,26.989,78.61875
9735541,2010,224,2010-08-12,2,A,O,A.O,4.895,11.68573056,26.793,78.68736111
9735553,2010,224,2010-08-12,3,C,O,C.O,4.844,11.513875,27.284,78.97097222
9735555,2010,224,2010-08-12,4,C,O,C.O,4.74,11.5737,25.623,79.81819444
9735539,2010,224,2010-08-12,3,A,O,A.O,4.869,11.441775,26.134,79.8225
9735551,2010,224,2010-08-12,1,A,O,A.O,4.844,11.58073889,27.308,80.00597222
9735543,2010,225,2010-08-13,2,C,O,C.O,2.289,9.676206944,21.843,87.74083333
9735553,2010,225,2010-08-13,3,C,O,C.O,2.557,9.625223611,22.561,88.065
9735541,2010,225,2010-08-13,2,A,O,A.O,2.074,9.574890278,22.561,88.32347222
9735548,2010,225,2010-08-13,5,A,O,A.O,2.584,9.447459722,21.676,88.47722222
9735552,2010,225,2010-08-13,1,C,O,C.O,2.236,9.855743056,20.77,88.47819444
9735546,2010,225,2010-08-13,5,C,O,C.O,2.77,9.421140278,21.318,88.70319444
9735535,2010,225,2010-08-13,4,A,O,A.O,2.477,9.275305556,19.96,89.19569444
9735555,2010,225,2010-08-13,4,C,O,C.O,2.557,9.357595833,20.627,89.34555556
9735537,2010,225,2010-08-13,1,C,N,C.N,3.195,8.383523611,13.834,89.48958333
9735542,2010,225,2010-08-13,5,A,N,A.N,3.327,8.523740278,14.409,89.62416667
9735534,2010,225,2010-08-13,1,A,N,A.N,3.036,8.474155556,14.84,89.69791667
9735554,2010,225,2010-08-13,2,C,N,C.N,3.009,8.468091667,15.008,89.71541667
9735536,2010,225,2010-08-13,4,A,N,A.N,3.274,8.385719444,13.57,89.78194444
9735550,2010,225,2010-08-13,4,C,N,C.N,3.274,8.475955556,13.954,89.87138889
9735544,2010,225,2010-08-13,5,C,N,C.N,3.538,8.500506944,14.721,89.89583333
9735547,2010,225,2010-08-13,3,C,N,C.N,3.354,8.366544444,14.433,90.025
9735538,2010,225,2010-08-13,2,A,N,A.N,3.248,8.2868875,13.305,90.04
9735545,2010,225,2010-08-13,3,A,N,A.N,3.274,8.314654167,13.714,90.07152778
9735551,2010,225,2010-08-13,1,A,O,A.O,1.615,9.324461111,21.056,90.22930556
9735539,2010,225,2010-08-13,3,A,O,A.O,2.236,9.317865278,21.676,90.53597222
9735537,2010,226,2010-08-14,1,C,N,C.N,1.153,10.02586111,16.749,71.38
9735544,2010,226,2010-08-14,5,C,N,C.N,1.153,10.06828333,16.677,71.38861111
9735550,2010,226,2010-08-14,4,C,N,C.N,0.934,10.12311111,16.987,71.46263889
9735536,2010,226,2010-08-14,4,A,N,A.N,0.962,10.07342083,16.773,71.46277778
9735547,2010,226,2010-08-14,3,C,N,C.N,1.071,9.992122222,16.392,71.63541667
9735534,2010,226,2010-08-14,1,A,N,A.N,1.289,10.01875972,16.701,71.65402778
9735538,2010,226,2010-08-14,2,A,N,A.N,1.071,10.04732222,16.487,71.69847222
9735545,2010,226,2010-08-14,3,A,N,A.N,1.017,10.03535,16.725,71.75958333
9735554,2010,226,2010-08-14,2,C,N,C.N,1.017,9.977909722,17.177,71.79472222
9735542,2010,226,2010-08-14,5,A,N,A.N,0.797,9.999734722,17.13,72.00347222
9735535,2010,226,2010-08-14,4,A,O,A.O,0.218,10.81377222,19.96,72.585
9735548,2010,226,2010-08-14,5,A,O,A.O,0.163,10.69258472,19.27,72.81361111
9735543,2010,226,2010-08-14,2,C,O,C.O,0.19,10.65325694,19.746,73.02444444
9735546,2010,226,2010-08-14,5,C,O,C.O,0.356,10.52512917,19.318,73.08875
9735552,2010,226,2010-08-14,1,C,O,C.O,0.246,10.77386667,20.579,73.13388889
9735553,2010,226,2010-08-14,3,C,O,C.O,0.273,10.61886806,19.508,73.44041667
9735541,2010,226,2010-08-14,2,A,O,A.O,0.079,10.62595833,19.841,73.97041667
9735539,2010,226,2010-08-14,3,A,O,A.O,-0.032,10.57139722,20.126,74.19416667
9735555,2010,226,2010-08-14,4,C,O,C.O,0.218,10.55777639,20.341,74.96611111
9735551,2010,226,2010-08-14,1,A,O,A.O,0.163,10.43915278,20.222,75.37569444
9735544,2010,227,2010-08-15,5,C,N,C.N,9.04,16.71056111,22.824,56.49222222
9735550,2010,227,2010-08-15,4,C,N,C.N,8.965,16.75829028,23.04,56.57
9735537,2010,227,2010-08-15,1,C,N,C.N,8.792,16.68930139,22.8,56.62180556
9735536,2010,227,2010-08-15,4,A,N,A.N,8.916,16.72077361,22.944,56.71958333
9735554,2010,227,2010-08-15,2,C,N,C.N,8.717,16.67038472,22.848,56.81847222
9735534,2010,227,2010-08-15,1,A,N,A.N,8.916,16.67535278,22.824,56.90277778
9735545,2010,227,2010-08-15,3,A,N,A.N,8.965,16.71119167,22.92,56.98527778
9735547,2010,227,2010-08-15,3,C,N,C.N,8.841,16.64391944,22.729,56.99652778
9735538,2010,227,2010-08-15,2,A,N,A.N,8.841,16.66616806,22.729,57.06305556
9735542,2010,227,2010-08-15,5,A,N,A.N,8.817,16.70689722,23.016,57.24694444
9735535,2010,227,2010-08-15,4,A,O,A.O,8.095,17.30780833,26.671,57.70180556
9735548,2010,227,2010-08-15,5,A,O,A.O,8.02,17.16775278,26.524,58.39444444
9735546,2010,227,2010-08-15,5,C,O,C.O,8.245,17.0413375,25.525,58.56819444
9735552,2010,227,2010-08-15,1,C,O,C.O,8.145,17.21286667,25.186,58.62763889
9735553,2010,227,2010-08-15,3,C,O,C.O,8.22,17.03926944,25.21,58.92861111
9735543,2010,227,2010-08-15,2,C,O,C.O,7.92,17.06393889,25.695,59.02666667
9735539,2010,227,2010-08-15,3,A,O,A.O,7.87,16.99551111,25.428,59.38055556
9735555,2010,227,2010-08-15,4,C,O,C.O,8.045,16.98132361,25.623,59.86347222
9735541,2010,227,2010-08-15,2,A,O,A.O,7.845,17.0707125,25.866,59.93722222
9735551,2010,227,2010-08-15,1,A,O,A.O,7.895,16.6121375,25.283,61.59083333
9735548,2010,228,2010-08-16,5,A,O,A.O,9.41,16.32440556,26.769,72.50222222
9735535,2010,228,2010-08-16,4,A,O,A.O,9.608,16.08659167,26.036,72.69152778
9735552,2010,228,2010-08-16,1,C,O,C.O,9.706,16.35031111,25.331,73.11930556
9735543,2010,228,2010-08-16,2,C,O,C.O,9.632,16.11932917,26.109,73.43583333
9735553,2010,228,2010-08-16,3,C,O,C.O,9.756,16.17549861,25.841,73.47041667
9735546,2010,228,2010-08-16,5,C,O,C.O,9.558,15.86527778,24.774,73.95986111
9735539,2010,228,2010-08-16,3,A,O,A.O,9.583,16.03921667,25.817,73.96611111
9735537,2010,228,2010-08-16,1,C,N,C.N,9.829,15.15925,20.46,74.00763889
9735554,2010,228,2010-08-16,2,C,N,C.N,9.854,15.23982361,20.77,74.18402778
9735542,2010,228,2010-08-16,5,A,N,A.N,9.756,15.27180694,21.008,74.20138889
9735541,2010,228,2010-08-16,2,A,O,A.O,9.632,16.10176806,25.793,74.21069444
9735534,2010,228,2010-08-16,1,A,N,A.N,9.903,15.2265375,20.436,74.26472222
9735536,2010,228,2010-08-16,4,A,N,A.N,9.854,15.11257361,20.46,74.28277778
9735555,2010,228,2010-08-16,4,C,O,C.O,9.632,15.90021806,24.798,74.29013889
9735550,2010,228,2010-08-16,4,C,N,C.N,9.78,15.15490972,20.674,74.30111111
9735544,2010,228,2010-08-16,5,C,N,C.N,9.805,15.19632083,20.388,74.31944444
9735545,2010,228,2010-08-16,3,A,N,A.N,9.805,15.11895833,20.555,74.49069444
9735538,2010,228,2010-08-16,2,A,N,A.N,9.805,15.05964028,20.388,74.60013889
9735547,2010,228,2010-08-16,3,C,N,C.N,9.879,15.10862778,20.293,74.71402778
9735551,2010,228,2010-08-16,1,A,O,A.O,9.657,15.98949583,25.55,74.92972222
9735536,2010,229,2010-08-17,4,A,N,A.N,8.394,12.31257917,18.723,87.23180556
9735534,2010,229,2010-08-17,1,A,N,A.N,8.369,12.31412222,19.151,87.26513889
9735537,2010,229,2010-08-17,1,C,N,C.N,8.344,12.29747222,19.056,87.28930556
9735554,2010,229,2010-08-17,2,C,N,C.N,8.295,12.31796111,18.913,87.29069444
9735538,2010,229,2010-08-17,2,A,N,A.N,8.27,12.26194028,18.866,87.30416667
9735544,2010,229,2010-08-17,5,C,N,C.N,8.469,12.32702778,18.604,87.43194444
9735542,2010,229,2010-08-17,5,A,N,A.N,8.394,12.28442083,18.675,87.47972222
9735550,2010,229,2010-08-17,4,C,N,C.N,8.394,12.31245,18.699,87.50888889
9735547,2010,229,2010-08-17,3,C,N,C.N,8.344,12.23034444,18.414,87.53819444
9735545,2010,229,2010-08-17,3,A,N,A.N,8.295,12.2542,18.961,87.58055556
9735552,2010,229,2010-08-17,1,C,O,C.O,8.319,12.43977917,21.246,88.91819444
9735535,2010,229,2010-08-17,4,A,O,A.O,8.195,12.44403611,20.913,89.07430556
9735553,2010,229,2010-08-17,3,C,O,C.O,8.295,12.2936625,21.223,89.11430556
9735543,2010,229,2010-08-17,2,C,O,C.O,8.27,12.27134306,21.604,89.3225
9735546,2010,229,2010-08-17,5,C,O,C.O,8.27,12.25009306,20.031,89.32944444
9735548,2010,229,2010-08-17,5,A,O,A.O,8.22,12.14859722,19.984,89.65958333
9735555,2010,229,2010-08-17,4,C,O,C.O,8.27,12.31343472,20.889,89.67416667
9735541,2010,229,2010-08-17,2,A,O,A.O,8.245,12.24325417,21.628,89.69833333
9735539,2010,229,2010-08-17,3,A,O,A.O,8.195,12.25165694,20.698,90.52861111
9735551,2010,229,2010-08-17,1,A,O,A.O,8.22,12.0689375,20.579,91.19708333
9735553,2010,230,2010-08-18,3,C,O,C.O,6.914,10.3980875,16.201,96.11236111
9735543,2010,230,2010-08-18,2,C,O,C.O,6.965,10.29529444,15.796,96.28458333
9735537,2010,230,2010-08-18,1,C,N,C.N,7.142,9.544940278,12.727,96.46402778
9735546,2010,230,2010-08-18,5,C,O,C.O,6.965,10.27782778,15.7,96.46555556
9735541,2010,230,2010-08-18,2,A,O,A.O,6.864,10.19110139,16.106,96.47583333
9735552,2010,230,2010-08-18,1,C,O,C.O,7.066,10.44785972,16.415,96.51333333
9735534,2010,230,2010-08-18,1,A,N,A.N,7.268,9.594583333,12.703,96.55888889
9735538,2010,230,2010-08-18,2,A,N,A.N,7.116,9.456727778,12.534,96.79541667
9735554,2010,230,2010-08-18,2,C,N,C.N,7.066,9.550727778,12.775,96.81805556
9735548,2010,230,2010-08-18,5,A,O,A.O,6.965,10.20034028,15.676,96.82555556
9735545,2010,230,2010-08-18,3,A,N,A.N,7.091,9.466308333,12.509,96.89611111
9735550,2010,230,2010-08-18,4,C,N,C.N,7.192,9.542145833,12.727,96.90736111
9735536,2010,230,2010-08-18,4,A,N,A.N,7.142,9.511588889,12.678,96.92763889
9735542,2010,230,2010-08-18,5,A,N,A.N,7.142,9.530905556,12.509,96.93291667
9735547,2010,230,2010-08-18,3,C,N,C.N,7.116,9.545047222,12.703,96.94541667
9735544,2010,230,2010-08-18,5,C,N,C.N,7.217,9.555283333,12.751,97.02333333
9735555,2010,230,2010-08-18,4,C,O,C.O,6.94,10.09125417,15.079,97.03583333
9735551,2010,230,2010-08-18,1,A,O,A.O,6.889,10.04328194,15.485,97.51069444
9735535,2010,230,2010-08-18,4,A,O,A.O,6.914,10.09164722,15.103,97.65069444
9735539,2010,230,2010-08-18,3,A,O,A.O,6.864,10.16699306,16.058,98.14277778
9735543,2010,231,2010-08-19,2,C,O,C.O,4.662,7.295293056,10.198,99.85222222
9735553,2010,231,2010-08-19,3,C,O,C.O,4.662,7.334518056,10.32,99.85638889
9735546,2010,231,2010-08-19,5,C,O,C.O,4.74,7.413779167,10.222,99.86305556
9735541,2010,231,2010-08-19,2,A,O,A.O,4.688,7.231140278,9.608,99.92194444
9735552,2010,231,2010-08-19,1,C,O,C.O,4.74,7.367536111,10.222,99.9275
9735548,2010,231,2010-08-19,5,A,O,A.O,4.688,7.207911111,10.001,99.93875
9735555,2010,231,2010-08-19,4,C,O,C.O,4.688,7.1782875,9.706,99.95958333
9735539,2010,231,2010-08-19,3,A,O,A.O,4.636,7.219479167,10.051,99.99041667
9735551,2010,231,2010-08-19,1,A,O,A.O,4.636,7.181326389,9.41,99.99430556
9735535,2010,231,2010-08-19,4,A,O,A.O,4.688,7.171584722,9.608,99.99527778
9735534,2010,231,2010-08-19,1,A,N,A.N,4.688,6.982630556,8.668,100
9735537,2010,231,2010-08-19,1,C,N,C.N,4.662,6.950773611,8.618,100
9735538,2010,231,2010-08-19,2,A,N,A.N,4.636,6.948384722,8.668,100
9735554,2010,231,2010-08-19,2,C,N,C.N,4.636,6.944604167,8.717,100
9735545,2010,231,2010-08-19,3,A,N,A.N,4.662,6.968197222,8.767,100
9735547,2010,231,2010-08-19,3,C,N,C.N,4.688,6.971702778,8.643,100
9735536,2010,231,2010-08-19,4,A,N,A.N,4.688,6.981083333,8.717,100
9735550,2010,231,2010-08-19,4,C,N,C.N,4.662,6.944084722,8.668,100
9735542,2010,231,2010-08-19,5,A,N,A.N,4.662,6.957359722,8.593,100
9735544,2010,231,2010-08-19,5,C,N,C.N,4.688,6.963597222,8.643,100
9735553,2010,232,2010-08-20,3,C,O,C.O,4.35,7.181063889,11.273,97.45805556
9735546,2010,232,2010-08-20,5,C,O,C.O,4.402,7.134630556,11.273,97.76625
9735541,2010,232,2010-08-20,2,A,O,A.O,4.35,7.030566667,11.005,97.77875
9735543,2010,232,2010-08-20,2,C,O,C.O,4.324,7.061320833,11.078,97.78222222
9735552,2010,232,2010-08-20,1,C,O,C.O,4.428,7.251419444,11.297,97.83847222
9735548,2010,232,2010-08-20,5,A,O,A.O,4.35,7.084622222,11.102,97.85152778
9735555,2010,232,2010-08-20,4,C,O,C.O,4.376,6.883865278,10.663,98.30986111
9735551,2010,232,2010-08-20,1,A,O,A.O,4.324,6.897580556,10.687,98.33625
9735539,2010,232,2010-08-20,3,A,O,A.O,4.298,7.022888889,11.127,98.45166667
9735535,2010,232,2010-08-20,4,A,O,A.O,4.376,6.854919444,10.516,98.52402778
9735537,2010,232,2010-08-20,1,C,N,C.N,4.324,5.977658333,8.344,99.20888889
9735536,2010,232,2010-08-20,4,A,N,A.N,4.35,6.018258333,8.519,99.38902778
9735534,2010,232,2010-08-20,1,A,N,A.N,4.35,6.035181944,8.444,99.4
9735545,2010,232,2010-08-20,3,A,N,A.N,4.324,5.994818056,8.369,99.41388889
9735547,2010,232,2010-08-20,3,C,N,C.N,4.35,6.029327778,8.419,99.45222222
9735550,2010,232,2010-08-20,4,C,N,C.N,4.35,5.986884722,8.369,99.65763889
9735538,2010,232,2010-08-20,2,A,N,A.N,4.324,5.981220833,8.344,99.66597222
9735554,2010,232,2010-08-20,2,C,N,C.N,4.298,6.040422222,8.469,99.67930556
9735542,2010,232,2010-08-20,5,A,N,A.N,4.324,6.010491667,8.469,99.69638889
9735544,2010,232,2010-08-20,5,C,N,C.N,4.35,6.049047222,8.543,99.81416667
9735553,2010,233,2010-08-21,3,C,O,C.O,-0.367,7.478594444,17.249,91.80291667
9735548,2010,233,2010-08-21,5,A,O,A.O,-0.535,7.484079167,16.153,91.87111111
9735541,2010,233,2010-08-21,2,A,O,A.O,-0.395,7.492452778,16.82,92.01027778
9735552,2010,233,2010-08-21,1,C,O,C.O,-0.339,7.705851389,18.366,92.12875
9735543,2010,233,2010-08-21,2,C,O,C.O,-0.423,7.333776389,17.558,92.34777778
9735535,2010,233,2010-08-21,4,A,O,A.O,-0.479,7.195516667,14.84,92.47152778
9735551,2010,233,2010-08-21,1,A,O,A.O,-0.451,7.387205556,16.082,92.50861111
9735555,2010,233,2010-08-21,4,C,O,C.O,-0.507,7.268005556,15.557,92.80444444
9735546,2010,233,2010-08-21,5,C,O,C.O,-0.479,7.215619444,15.843,92.84263889
9735539,2010,233,2010-08-21,3,A,O,A.O,-0.535,7.3166125,17.296,93.25152778
9735542,2010,233,2010-08-21,5,A,N,A.N,-0.199,5.730233333,10.761,96.4625
9735554,2010,233,2010-08-21,2,C,N,C.N,-0.06,5.722481944,12.025,96.79208333
9735534,2010,233,2010-08-21,1,A,N,A.N,0.107,5.649058333,11.053,96.92375
9735547,2010,233,2010-08-21,3,C,N,C.N,0.024,5.543595833,10.369,97.04041667
9735544,2010,233,2010-08-21,5,C,N,C.N,-0.004,5.652381944,10.614,97.08041667
9735537,2010,233,2010-08-21,1,C,N,C.N,0.051,5.487148611,9.977,97.14583333
9735545,2010,233,2010-08-21,3,A,N,A.N,0.051,5.484247222,10.1,97.32888889
9735536,2010,233,2010-08-21,4,A,N,A.N,-0.004,5.484955556,10.124,97.48777778
9735538,2010,233,2010-08-21,2,A,N,A.N,0.051,5.419852778,9.657,97.59736111
9735550,2010,233,2010-08-21,4,C,N,C.N,-0.088,5.530030556,10.051,97.75444444
9735546,2010,234,2010-08-22,5,C,O,C.O,-1.958,4.780823611,10.565,95.59027778
9735553,2010,234,2010-08-22,3,C,O,C.O,-1.958,4.720929167,10.467,95.64527778
9735543,2010,234,2010-08-22,2,C,O,C.O,-1.986,4.631298611,10.173,95.66944444
9735552,2010,234,2010-08-22,1,C,O,C.O,-1.929,4.820830556,10.467,95.71430556
9735548,2010,234,2010-08-22,5,A,O,A.O,-2.073,4.529684722,9.854,95.72027778
9735541,2010,234,2010-08-22,2,A,O,A.O,-2.102,4.540493056,9.78,95.79833333
9735551,2010,234,2010-08-22,1,A,O,A.O,-1.986,4.5079875,9.805,96.29777778
9735535,2010,234,2010-08-22,4,A,O,A.O,-2.189,4.416980556,9.558,96.35111111
9735555,2010,234,2010-08-22,4,C,O,C.O,-1.986,4.3763875,9.312,96.42458333
9735539,2010,234,2010-08-22,3,A,O,A.O,-2.16,4.492522222,10.443,96.69736111
9735537,2010,234,2010-08-22,1,C,N,C.N,-1.756,3.725906944,7.217,98.00458333
9735542,2010,234,2010-08-22,5,A,N,A.N,-1.67,3.719709722,7.142,98.01416667
9735534,2010,234,2010-08-22,1,A,N,A.N,-1.641,3.782647222,7.293,98.07416667
9735554,2010,234,2010-08-22,2,C,N,C.N,-1.814,3.758019444,7.368,98.10444444
9735545,2010,234,2010-08-22,3,A,N,A.N,-1.613,3.762198611,7.318,98.12972222
9735538,2010,234,2010-08-22,2,A,N,A.N,-1.756,3.7067125,7.192,98.16388889
9735547,2010,234,2010-08-22,3,C,N,C.N,-1.613,3.765101389,7.318,98.20875
9735536,2010,234,2010-08-22,4,A,N,A.N,-1.756,3.732761111,7.293,98.27361111
9735544,2010,234,2010-08-22,5,C,N,C.N,-1.67,3.761863889,7.192,98.51555556
9735550,2010,234,2010-08-22,4,C,N,C.N,-1.641,3.691140278,7.192,98.64847222
9735553,2010,235,2010-08-23,3,C,O,C.O,-2.683,7.255829167,20.722,85.73958333
9735548,2010,235,2010-08-23,5,A,O,A.O,-2.947,7.097573611,20.603,85.82805556
9735552,2010,235,2010-08-23,1,C,O,C.O,-2.888,7.2629625,20.531,86.19263889
9735535,2010,235,2010-08-23,4,A,O,A.O,-2.947,6.799063889,19.175,86.67986111
9735541,2010,235,2010-08-23,2,A,O,A.O,-2.947,6.935513889,20.603,86.84402778
9735551,2010,235,2010-08-23,1,A,O,A.O,-2.976,7.065306944,20.484,86.90486111
9735543,2010,235,2010-08-23,2,C,O,C.O,-2.888,6.727613889,20.698,87.11680556
9735546,2010,235,2010-08-23,5,C,O,C.O,-2.742,6.875261111,19.793,87.33180556
9735539,2010,235,2010-08-23,3,A,O,A.O,-2.918,6.776661111,20.341,87.74833333
9735555,2010,235,2010-08-23,4,C,O,C.O,-2.83,6.605070833,18.414,87.84361111
9735542,2010,235,2010-08-23,5,A,N,A.N,-2.305,4.999631944,12.243,92.83291667
9735544,2010,235,2010-08-23,5,C,N,C.N,-2.131,5.137855556,12.413,93.15986111
9735547,2010,235,2010-08-23,3,C,N,C.N,-1.986,4.974680556,12.799,93.47777778
9735554,2010,235,2010-08-23,2,C,N,C.N,-2.334,4.907206944,12.992,93.56458333
9735534,2010,235,2010-08-23,1,A,N,A.N,-2.276,4.955629167,12.703,93.62958333
9735537,2010,235,2010-08-23,1,C,N,C.N,-2.247,4.776256944,11.856,93.72472222
9735536,2010,235,2010-08-23,4,A,N,A.N,-2.218,4.828730556,12.025,94.00541667
9735550,2010,235,2010-08-23,4,C,N,C.N,-1.986,4.866427778,12.34,94.07444444
9735538,2010,235,2010-08-23,2,A,N,A.N,-2.044,4.777472222,11.734,94.13055556
9735545,2010,235,2010-08-23,3,A,N,A.N,-2.218,4.749372222,11.807,94.14166667
9735548,2010,236,2010-08-24,5,A,O,A.O,-2.16,5.972444444,19.936,87.43375
9735553,2010,236,2010-08-24,3,C,O,C.O,-1.727,6.109458333,20.174,87.58055556
9735535,2010,236,2010-08-24,4,A,O,A.O,-2.015,5.793636111,20.65,87.58972222
9735543,2010,236,2010-08-24,2,C,O,C.O,-1.9,5.934584722,19.508,87.76138889
9735552,2010,236,2010-08-24,1,C,O,C.O,-1.929,6.292948611,19.746,87.77486111
9735541,2010,236,2010-08-24,2,A,O,A.O,-2.073,5.919097222,19.888,88.05027778
9735546,2010,236,2010-08-24,5,C,O,C.O,-1.986,5.957091667,20.15,88.15
9735551,2010,236,2010-08-24,1,A,O,A.O,-1.958,5.883915278,19.318,88.37416667
9735555,2010,236,2010-08-24,4,C,O,C.O,-2.015,5.713216667,18.866,88.64569444
9735539,2010,236,2010-08-24,3,A,O,A.O,-2.073,5.805576389,19.627,89.01680556
9735542,2010,236,2010-08-24,5,A,N,A.N,-1.498,4.515831944,11.904,92.52319444
9735554,2010,236,2010-08-24,2,C,N,C.N,-1.413,4.484923611,12.534,93.05972222
9735544,2010,236,2010-08-24,5,C,N,C.N,-1.356,4.526502778,12.34,93.09958333
9735537,2010,236,2010-08-24,1,C,N,C.N,-1.556,4.346595833,11.346,93.20138889
9735534,2010,236,2010-08-24,1,A,N,A.N,-1.356,4.477933333,12.05,93.27263889
9735547,2010,236,2010-08-24,3,C,N,C.N,-1.327,4.4060125,11.419,93.28333333
9735536,2010,236,2010-08-24,4,A,N,A.N,-1.413,4.334994444,11.321,93.45166667
9735545,2010,236,2010-08-24,3,A,N,A.N,-1.441,4.354986111,12.122,93.47958333
9735550,2010,236,2010-08-24,4,C,N,C.N,-1.556,4.3629625,11.662,93.55416667
9735538,2010,236,2010-08-24,2,A,N,A.N,-1.441,4.296476389,11.419,93.58611111
9735535,2010,237,2010-08-25,4,A,O,A.O,-3.183,8.779290278,22.633,71.43472222
9735548,2010,237,2010-08-25,5,A,O,A.O,-3.065,8.797705556,23.28,72.22527778
9735543,2010,237,2010-08-25,2,C,O,C.O,-3.271,8.848093056,23.352,72.44888889
9735546,2010,237,2010-08-25,5,C,O,C.O,-2.859,9.030256944,22.417,72.66333333
9735553,2010,237,2010-08-25,3,C,O,C.O,-2.918,9.050151389,23.689,72.83069444
9735552,2010,237,2010-08-25,1,C,O,C.O,-3.094,9.211508333,23.016,73.03527778
9735541,2010,237,2010-08-25,2,A,O,A.O,-3.271,8.896501389,23.617,73.16125
